reading_no;reading_type;duration;time;user;sigma_value;units;batch;heat;lot;note_xrf;sample_measurement_id;sample_id;site_id;N;E;coord_ref;parish;patina;munsell_hue;munsell_value;hue;color;material;artefact;type;note_measurement;texture_1;texture_2;luster;sedimentary_structures;foliation;topography;homogeneity;inclusion;%-inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;mode;Bal;12Mg;13Al;14Si;15P;16S;17Cl;19K;20Ca;23V;24Cr;25Mn;26Fe;27Co;28Ni;29Cu;30Zn;33As;34Se;37Rb;38Sr;39Y;40Zr;41Nb;42Mo;46Pd;47Ag;48Cd;50Sn;51Sb;56Ba;72Hf;73Ta;74W;75Re;79Au;80Hg;81Ti;82Pb;83Bi;90Th;92U
1425;Mining;132.60;tor apr 9, 2020 - 10:13:45;User;2;%;;;;;393;393;Vilhelmina 115;7204853;518271;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Massive;Fine-grained;Dull;None;Foliated;Conchoidal;Yes;;;;35;47;13;22;1645;Medium;Mining;57.2579 ;0.6965 ;1.4051 ;39.4706 ;0.0494 ;0.2623 ;0.5032 ;0.1952 ;0.0645 ;;0.0028 ;;0.0508 ;;;;0.0017 ;;;;0.0049 ;;0.0014 ;;;;;;0.0005 ;;0.0126 ;;;;;;;0.0195 ;0.0009 ;;;
1426;Mining;132.36;tor apr 9, 2020 - 10:16:50;User;2;%;;;;;394;394;Vilhelmina 399;7159767;582529;Sweref 99 TM;Vilhelmina;Yes;7.5Y; 8/1;Light;Light gray;Quartzite;Point;Point;Sample point on base fragment;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;20;37;5;2;740;Medium;Mining;55.4280 ;0.2839 ;1.1751 ;42.2016 ;0.0488 ;0.0512 ;0.2118 ;0.5024 ;0.0326 ;;0.0040 ;;0.0301 ;;;;;;;0.0011 ;0.0022 ;;0.0046 ;;;0.0002 ;;;0.0005 ;;0.0059 ;;;;;;;0.0158 ;;;0.0001 ;
1427;Mining;132.60;tor apr 9, 2020 - 10:20:51;User;2;%;;;;;395;395;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;;;18;41;;;738;Medium;Mining;55.3872 ;0.3149 ;0.7111 ;43.0187 ;;0.0832 ;0.1414 ;0.0770 ;0.0426 ;;0.0036 ;;0.1554 ;;;;;;;;0.0017 ;;0.0092 ;;;;;;0.0006 ;;0.0055 ;;;;;;;0.0386 ;;;0.0002 ;
1428;Mining;132.80;tor apr 9, 2020 - 10:23:53;User;2;%;;;;;396;396;Vilhelmina 458;7138860;592509;Sweref 99 TM;Vilhelmina;Yes;7.5Y; 7/2;Light;Light gray;Slate;Point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;;;13;26;2;1;338;Small;Mining;52.5314 ;0.5507 ;7.0989 ;34.3795 ;0.0431 ;0.1534 ;;3.0856 ;0.0662 ;0.0121 ;0.0111 ;;1.3557 ;;;;0.0019 ;0.0004 ;;0.0218 ;0.0038 ;0.0028 ;0.0363 ;0.0015 ;;0.0003 ;0.0002 ;0.0003 ;0.0007 ;;0.0213 ;;;;;;;0.6188 ;0.0008 ;;0.0015 ;
1429;Mining;133.93;tor apr 9, 2020 - 10:26:58;User;2;%;;;;;397;397;Vilhelmina 450;7141815;589644;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point;Point;;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;;;22;28;6;4;616;Medium;Mining;;;4.5133 ;93.2629 ;0.2056 ;0.4412 ;0.3013 ;0.3318 ;0.0929 ;;0.0237 ;0.1840 ;0.0117 ;0.0023 ;;;;;;;;;;;;;;;;;0.0692 ;;;;;;;0.6175 ;;;;
1430;Mining;133.39;tor apr 9, 2020 - 10:30:16;User;2;%;;;;;398;398;;7201665;548201;Sweref 99 TM;Vilhelmina;No;7.5Y; 8/1;Light;Opaque;Quartz;Point fragment;Point fragment;;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;;;30;27;;;810;Medium;Mining;56.0649 ;0.4323 ;0.0929 ;43.1552 ;;0.0668 ;0.1052 ;0.0446 ;0.0107 ;;0.0022 ;;0.0046 ;;;;;;;;;;0.0016 ;;;;;;;;0.0155 ;;;;;;;0.0037 ;;;;
1431;Mining;131.56;tor apr 9, 2020 - 10:33:11;User;2;%;;;;;399;399;;7201665;548201;Sweref 99 TM;Vilhelmina;No;7.5Y; 5/1;Light;Gray;Quartzite;Arrow point fragment;Point fragment;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;16;28;;;448;Small;Mining;55.4181 ;;0.4633 ;43.3228 ;0.0245 ;0.1504 ;0.1838 ;0.1087 ;0.0466 ;;0.0043 ;;0.0970 ;;;;0.0003 ;;;0.0002 ;0.0003 ;0.0003 ;0.0174 ;;;;;;0.0005 ;;0.0031 ;;;;;;;0.0461 ;;;0.0002 ;
1432;Mining;132.74;tor apr 9, 2020 - 10:36:41;User;2;%;;;;;400;400;Vilhelmina 109;7205154;517514;Sweref 99 TM;Vilhelmina;No;2.5Y; 9/1;Light;Opaque;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;28;54;12;16;1512;Medium;Mining;54.8014 ;0.3946 ;0.2877 ;44.2528 ;;0.0732 ;0.0870 ;0.0736 ;0.0092 ;;0.0062 ;;;;;;;;;;;;;;;;;;;;0.0104 ;;;;;;;0.0040 ;;;;
1433;Mining;133.91;tor apr 9, 2020 - 10:39:46;User;2;%;;;;;401;401;Vilhelmina 444;7144672;586277;Sweref 99 TM;Vilhelmina;Yes;5Y; 4/1;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;;;18;28;8;6;504;Small;Mining;55.7260 ;0.3493 ;0.8966 ;42.2547 ;0.0545 ;0.0817 ;0.2204 ;0.1223 ;0.0274 ;;0.0026 ;0.0022 ;0.2246 ;;;;;0.0002 ;;;0.0008 ;;0.0040 ;;;;;;;;0.0070 ;;;;;;;0.0257 ;;;0.0001 ;
1434;Mining;132.94;tor apr 9, 2020 - 10:42:58;User;2;%;;;;;402;402;Vilhelmina 444;7144672;586277;Sweref 99 TM;Vilhelmina;Yes;N6; ;Light;Light gray;Quartzite;Point preform;Preform;;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;31;54;9;15;1674;Medium;Mining;54.4243 ;0.2783 ;0.7481 ;44.2430 ;0.0269 ;0.0341 ;0.0528 ;0.0555 ;0.0137 ;;0.0028 ;;0.0720 ;;;;;;;;0.0001 ;;0.0055 ;;;;;;0.0004 ;;0.0136 ;;;;;;;0.0287 ;;;0.0001 ;
1435;Mining;132.87;tor apr 9, 2020 - 10:46:08;User;2;%;;;;;403;403;Vilhelmina 439;7143695;585942;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point fragment;Point fragment;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;14;34;4;2;476;Small;Mining;53.4569 ;;0.7299 ;44.8625 ;0.0336 ;0.0818 ;0.1361 ;0.1169 ;0.0223 ;;0.0026 ;;0.3074 ;;;;;;;0.0003 ;0.0001 ;;0.0104 ;;;;;;0.0006 ;;;;;;;;;0.0511 ;;;0.0002 ;
1436;Mining;131.88;tor apr 9, 2020 - 10:49:24;User;2;%;;;;;404;404;Vilhelmina 450;7141815;589644;Sweref 99 TM;Vilhelmina;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Massive;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;44;41;12;23;1804;Medium;Mining;56.6696 ;;0.7130 ;41.5187 ;0.0263 ;0.1263 ;0.0207 ;0.1447 ;0.0442 ;0.0012 ;0.0016 ;0.0034 ;0.3636 ;;;;;;;0.0005 ;0.0005 ;;0.0102 ;;;;;;0.0004 ;;0.0120 ;;;;;;;0.1420 ;;;0.0001 ;
1437;Mining;132.76;tor apr 9, 2020 - 10:52:25;User;2;%;;;;;405;405;Vilhelmina 216;7173355;561753;Sweref 99 TM;Vilhelmina;Yes;N4; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;23;54;26;19;1242;Medium;Mining;54.5361 ;;0.3563 ;44.8473 ;0.0201 ;0.0295 ;0.0350 ;0.0303 ;0.0296 ;;0.0028 ;;0.0816 ;;;;;;;;0.0002 ;;0.0022 ;;;;;;0.0005 ;;0.0139 ;;;;;;;0.0147 ;;;;
1438;Mining;132.38;tor apr 9, 2020 - 10:55:17;User;2;%;;;;;406;406;Vilhelmina 245;7174307;567172;Sweref 99 TM;Vilhelmina;No;5Y; 4/1;Dark;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of dark mineral;;;28;48;26;16,4;1344;Medium;Mining;54.5136 ;0.6137 ;0.5202 ;43.9247 ;0.0228 ;0.0378 ;0.1128 ;0.0883 ;0.0150 ;;0.0027 ;;0.0681 ;;;;;;;0.0002 ;0.0003 ;;0.0071 ;;;;;;0.0005 ;;0.0125 ;;;;;;;0.0594 ;;;0.0002 ;
1439;Mining;132.15;tor apr 9, 2020 - 10:58:52;User;2;%;;;;;407;407;Vilhelmina 411;7154659;584594;Sweref 99 TM;Vilhelmina;No;2.5Y; 9/1;Light;Opaque;Quartzite;Point fragment;Point fragment;;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;;;35,3;76,3;26;24;2693,39;Large;Mining;55.4051 ;;0.2526 ;43.9020 ;0.0129 ;0.0298 ;0.1764 ;0.0988 ;0.0182 ;;0.0023 ;;0.0163 ;;;;;;;;;;0.0019 ;;;;;;;;0.0065 ;;;;;;;0.0072 ;;;;
1440;Mining;132.14;tor apr 9, 2020 - 11:01:57;User;2;%;;;;;408;408;Vilhelmina 769;7161707;581627;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;8,9;32;26;1,8;284,8;Small;Mining;55.3655 ;;0.5748 ;43.6382 ;0.0194 ;0.0457 ;0.1696 ;0.1047 ;0.0195 ;;0.0065 ;;0.0267 ;;;;;;;0.0003 ;0.0003 ;;0.0023 ;;;;;;;;0.0032 ;;;;;;;0.0230 ;;;0.0001 ;
1441;Mining;131.87;tor apr 9, 2020 - 11:12:21;User;2;%;;;;;409;409;Vilhelmina 791;7196177;576025;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point;Point;;Massive;Medium-grained;Waxy;None;None;Fine;Yes;;;;18;41,3;26;7,9;743,4;Medium;Mining;57.1259 ;0.3899 ;0.7286 ;41.1031 ;0.0240 ;0.0663 ;0.1432 ;0.1432 ;0.0379 ;;0.0034 ;;0.1099 ;;;;;;;0.0005 ;0.0004 ;0.0003 ;0.0232 ;;;;;;0.0005 ;;0.0094 ;;;;;;;0.0902 ;;;0.0002 ;
1442;Mining;132.83;tor apr 9, 2020 - 11:15:36;User;2;%;;;;;410;410;Vilhelmina 1069;7218085;508318;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point fragment;Point fragment;;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of quartz;;;27,5;50,8;26;17;1397;Medium;Mining;0.0178 ;;3.2222 ;91.0310 ;0.1697 ;1.8269 ;1.2095 ;1.0430 ;0.6162 ;0.0038 ;0.0243 ;0.2049 ;0.0145 ;0.0039 ;;;;;;;;;;;;;;;0.0049 ;;0.1936 ;;;;;;;0.4136 ;;;;
1443;Mining;134.97;tor apr 9, 2020 - 11:18:32;User;2;%;;;;;411;411;Vilhelmina 1124;7213074;502865;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point;Point;;Granular;Medium-grained;Dull;None;None;Fine;Yes;;;;25,4;58;26;17,9;1473,2;Medium;Mining;0.0177 ;;2.9730 ;93.8200 ;0.2641 ;0.3564 ;0.5689 ;0.9906 ;0.1327 ;0.0039 ;0.0181 ;0.2166 ;0.0125 ;0.0021 ;;;;;;;;;;;;;;;0.0069 ;;0.2039 ;;;;;;;0.4126 ;;;;
1444;Mining;133.12;tor apr 9, 2020 - 11:21:36;User;2;%;;;;;412;412;;;;Sweref 99 TM;;No;N9; ;White;White;Quartzite;;;;Granular;Fine-grained;Dull;None;None;Fine;Yes;;;;22;65;;;1430;Medium;Mining;0.0220 ;;0.8742 ;97.5234 ;0.1566 ;0.0667 ;0.5935 ;0.2833 ;0.0830 ;;0.0248 ;0.1453 ;0.0179 ;0.0035 ;;;;;;;;;;;;;;;0.0058 ;;0.1511 ;;;;;;;0.0489 ;;;;
1445;Mining;131.34;tor apr 9, 2020 - 11:24:36;User;2;%;;;;;413;413;Vilhelmina 637;7202213;540640;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point;Point;;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;30,6;63,5;26;25,5;1943,1;Medium;Mining;57.9653 ;;0.5312 ;40.8170 ;0.0295 ;0.0229 ;0.0680 ;0.1681 ;0.0242 ;0.0005 ;0.0027 ;;0.1034 ;;;;;;;0.0004 ;0.0002 ;;0.0134 ;;;;;;0.0004 ;;0.0158 ;;;;;;;0.0818 ;;;0.0001 ;
1446;Mining;131.07;tor apr 9, 2020 - 11:27:44;User;2;%;;;;;414;414;Vilhelmina 643;7196664;540871;Sweref 99 TM;Vilhelmina;No;N5; ;Light;Light gray streaked with black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;;;38;68;;;2584;Large;Mining;61.0078 ;;1.5914 ;36.7164 ;0.0225 ;0.0946 ;0.0081 ;0.2663 ;0.0420 ;;0.0030 ;;0.0873 ;;;;;;;;0.0011 ;0.0005 ;0.0249 ;;;;;;;;0.0136 ;;;;;;;0.1205 ;;;0.0002 ;
1447;Mining;134.16;tor apr 9, 2020 - 11:30:46;User;2;%;;;;;415;415;Vilhelmina 643;7196664;540871;Sweref 99 TM;Vilhelmina;Yes;N3; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;34;74;;;2516;Large;Mining;0.0223 ;;5.0815 ;90.4719 ;0.1479 ;1.2218 ;0.8850 ;1.0519 ;0.2958 ;;0.0190 ;0.2215 ;;0.0028 ;;;;;;;;;;;;;;;0.0074 ;;0.2902 ;;;;;;;0.2810 ;;;;
1448;Mining;133.30;tor apr 9, 2020 - 11:33:44;User;2;%;;;;;416;416;Vilhelmina 643;7196664;540871;Sweref 99 TM;Vilhelmina;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;;;24;42;;;1008;Medium;Mining;59.7785 ;;0.9186 ;38.6409 ;;0.0296 ;0.0166 ;0.2381 ;0.0305 ;0.0006 ;0.0036 ;;0.0859 ;;;;;;;0.0002 ;0.0001 ;;0.0020 ;;;;;;0.0009 ;;0.0173 ;;;;;;;0.0462 ;;;;
1449;Mining;135.21;tor apr 9, 2020 - 11:36:45;User;2;%;;;;;417;417;Vilhelmina 1127;7214358;499190;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Dull;None;None;Conchoidal;Yes;;;;30,5;60;26;28,6;1830;Medium;Mining;56.7433 ;0.2927 ;0.7303 ;41.3330 ;0.0466 ;0.0420 ;0.1174 ;0.1165 ;0.0237 ;0.0006 ;0.0029 ;;0.4507 ;;;;;;;0.0002 ;0.0003 ;;0.0066 ;;;;;;0.0007 ;;0.0158 ;;;;;;;0.0746 ;0.0022 ;;;
1450;Mining;132.97;tor apr 9, 2020 - 11:39:52;User;2;%;;;;;418;418;;7201665;548201;Sweref 99 TM;Vilhelmina;Yes;N1; ;Dark;Black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Dull;None;None;Fine;No;Bands of quartz;;;19;60;;;1140;Medium;Mining;57.0427 ;0.8940 ;1.2295 ;39.5627 ;0.0421 ;0.1656 ;0.3243 ;0.3363 ;0.0940 ;0.0008 ;0.0041 ;;0.1362 ;;;;;;;0.0006 ;0.0005 ;0.0005 ;0.0343 ;;;;;;0.0005 ;;0.0067 ;;;;;;;0.1242 ;;;0.0003 ;
1451;Mining;133.00;tor apr 9, 2020 - 11:42:53;User;2;%;;;;;419;419;;7201665;548201;Sweref 99 TM;Vilhelmina;No;2.5Y; 4/4;Dark;Brown streaked with black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of dark mineral;;;22;58;;;1276;Medium;Mining;56.4263 ;0.4504 ;0.3190 ;42.1111 ;0.0332 ;0.1076 ;0.2459 ;0.1110 ;0.0289 ;;0.0036 ;;0.1141 ;;;;;;;0.0003 ;;;0.0028 ;;;;;;0.0007 ;;0.0159 ;;;;;;;0.0293 ;;;;
1452;Mining;133.82;tor apr 9, 2020 - 11:46:37;User;2;%;;;;;420;420;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N8; ;Light;Light gray streaked with black;Quartzite;Arrow point;Point;;Granular;Medium-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;;;29;84;;;2436;Large;Mining;58.9277 ;0.2382 ;0.9494 ;38.9642 ;0.0355 ;0.1812 ;0.2354 ;0.2804 ;0.0790 ;;0.0032 ;;0.0633 ;;;;;;;0.0005 ;0.0010 ;;0.0012 ;;;;;;;;0.0150 ;;;;;;;0.0248 ;;;;
1453;Mining;131.87;tor apr 9, 2020 - 11:49:39;User;2;%;;;;;421;421;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N9; ;White;White;Quartzite;Arrow point fragment;Point fragment;;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;16;34;;;544;Small;Mining;56.9468 ;;1.4156 ;40.7366 ;0.0188 ;0.0826 ;0.1677 ;0.4608 ;0.0371 ;;0.0037 ;;0.0382 ;;;;;;;0.0009 ;0.0029 ;;0.0073 ;;;;;;;;0.0148 ;;;;;;;0.0184 ;;;;
1454;Mining;132.57;tor apr 9, 2020 - 11:52:29;User;2;%;;;;;422;422;;7201665;548201;Sweref 99 TM;Vilhelmina;No;2.5Y; 8/1;Light;Opaque;Quartzite;Arrow point;Point;;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;;;17;47;;;799;Medium;Mining;;;2.6060 ;92.7617 ;0.2621 ;0.9722 ;1.7422 ;1.0361 ;0.2909 ;;0.0247 ;0.1721 ;0.0126 ;0.0041 ;;;;;;;;;;;;;;;;;0.0878 ;;;;;;;0.0883 ;;;;
1455;Mining;131.31;tor apr 9, 2020 - 11:55:35;User;2;%;;;;;423;423;Åsele 273;7102728;629862;Sweref 99 TM;Åsele;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;;;33;70;;;2310;Large;Mining;61.5965 ;0.2475 ;1.0538 ;36.5159 ;0.0518 ;0.0502 ;0.1007 ;0.1472 ;0.0519 ;;0.0026 ;;0.1218 ;;;;;;;0.0002 ;;;0.0030 ;;;;;;;;0.0151 ;;;;;;;0.0415 ;;;;
1456;Mining;131.96;tor apr 9, 2020 - 11:58:49;User;2;%;;;;;424;424;Åsele 182;7120412;600842;Sweref 99 TM;Åsele;No;N1; ;Dark;Black;Quartzite;Arrow point;Point;;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Bands of quarz;;;21;59;;;1239;Medium;Mining;65.9039 ;;0.5942 ;33.0073 ;0.0527 ;0.0381 ;0.0460 ;0.0829 ;0.0107 ;0.0006 ;0.0032 ;;0.1102 ;;;;;;;0.0002 ;0.0002 ;0.0008 ;0.0371 ;;;;;;;;0.0165 ;;;;;;;0.0951 ;;;0.0003 ;
1457;Mining;132.03;tor apr 9, 2020 - 12:01:41;User;2;%;;;;;425;425;Åsele 182;7120412;600842;Sweref 99 TM;Åsele;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;30;64;;;1920;Medium;Mining;57.0910 ;;0.4691 ;41.9746 ;0.0593 ;0.0297 ;0.0389 ;0.0701 ;0.0063 ;;0.0037 ;;0.1471 ;;;;;;;0.0003 ;0.0002 ;0.0001 ;0.0302 ;;;;;;0.0007 ;;0.0134 ;;;;;;;0.0648 ;;;0.0003 ;
1458;Mining;131.00;tor apr 9, 2020 - 12:04:40;User;2;%;;;;;426;426;Åsele 56;7118032;606258;Sweref 99 TM;Åsele;No;5Y; 5/2;Light;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of dark mineral;;;24;62;;;1488;Medium;Mining;62.5989 ;;0.5488 ;36.3347 ;0.0607 ;0.0324 ;0.0310 ;0.0662 ;0.0140 ;;0.0029 ;;0.2371 ;;;;;;;0.0001 ;0.0001 ;;0.0147 ;;;;;;;;0.0091 ;;;;;;;0.0492 ;;;;
1459;Mining;132.14;tor apr 9, 2020 - 12:07:50;User;2;%;;;;;427;427;Åsele 56;7118032;606258;Sweref 99 TM;Åsele;No;5Y; 6/1;Light;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz;;;30;55;;;1650;Medium;Mining;0.0019 ;;1.7470 ;96.0050 ;0.3868 ;0.1691 ;0.4095 ;0.2265 ;0.0339 ;;0.0355 ;0.1566 ;0.0145 ;0.0029 ;;;;;;;;;;;;;;;0.0060 ;;0.1435 ;;;;;;;0.6613 ;;;;
1460;Mining;132.71;tor apr 9, 2020 - 12:11:02;User;2;%;;;;;428;428;Åsele 188;7119941;601259;Sweref 99 TM;Åsele;Yes;N1; ;Dark;Black;Quartzite;Arrow point;Point;;Granular;Fine-grained;Waxy;None;None;Fine;No;Quartz;;;22;56;;;1232;Medium;Mining;0.0221 ;1.7429 ;3.1330 ;91.5677 ;0.3212 ;0.4044 ;1.1703 ;0.8358 ;0.1622 ;;0.0221 ;0.1911 ;0.0103 ;0.0021 ;;;;;;;;;;;;;;;0.0046 ;;0.1865 ;;;;;;;0.2236 ;;;;
1461;Mining;132.88;tor apr 9, 2020 - 12:13:58;User;2;%;;;;;429;429;Vilhelmina 419;7149834;586655;Sweref 99 TM;Vilhelmina;No;5Y; 7/2;Light;Light gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of quartz;;;36;101;10;40;3636;Large;Mining;56.1704 ;;1.4203 ;41.3798 ;0.0361 ;0.1487 ;0.0624 ;0.6149 ;0.0531 ;;0.0035 ;;0.0549 ;;;;;;;0.0013 ;0.0022 ;;0.0038 ;;;;;;;;0.0283 ;;;;;;;0.0204 ;;;;
1462;Mining;133.45;tor apr 9, 2020 - 12:16:55;User;2;%;;;;;430;430;Vilhelmina 335;7147441;586629;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Massive;Fine-grained;Bright vitreous;None;Possible foliation;Conchoidal;Yes;;;;26;42;13;12;1092;Medium;Mining;57.9417 ;;0.5807 ;40.4636 ;0.1011 ;0.1868 ;0.3782 ;0.1710 ;0.0440 ;;0.0042 ;;0.0702 ;;;;0.0013 ;;;;0.0002 ;;0.0046 ;;;;;;0.0005 ;;0.0138 ;;;;;;;0.0371 ;0.0011 ;;;
1463;Mining;132.93;tor apr 9, 2020 - 12:19:41;User;2;%;;;;;431;431;Vilhelmina 112;7201159;511621;Sweref 99 TM;Vilhelmina;No;2.5Y; 9/1;Light;Opaque;Quartzite;Arrow point fragment;Point fragment;;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;;;33;42;7;9;1386;Medium;Mining;56.6145 ;0.3227 ;0.2176 ;42.3626 ;0.0192 ;0.1739 ;0.1094 ;0.0679 ;0.0866 ;0.0004 ;0.0012 ;;0.0064 ;;;;0.0020 ;;;;;;0.0014 ;;;;;;;;0.0080 ;;;;;;;0.0062 ;;;;
1464;Mining;132.00;tor apr 9, 2020 - 12:22:38;User;2;%;;;;;432;432;Vilhelmina 399;7159767;582529;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point fragment;Point fragment;;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;;;14;17;6;2;238;Small;Mining;65.0966 ;;0.6946 ;33.6966 ;0.0591 ;0.0190 ;0.0910 ;0.1787 ;0.0618 ;;0.0020 ;;0.0601 ;;;;;;;;0.0015 ;;0.0015 ;;;;;;0.0006 ;;0.0099 ;;;;;;;0.0271 ;;;;
1534;Mining;133.20;tor aug 6, 2020 - 13:14:50;User;2;%;;;;;491;491;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on lighter side;Granular;Medium-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;67;99;23;158;6633;Large;Mining;0.0107 ;0.9289 ;24.9950 ;66.0569 ;0.1877 ;0.1861 ;0.6373 ;4.8743 ;1.3026 ;;0.0147 ;0.1530 ;0.0101 ;0.0036 ;;;;;;;;;;;;;;;0.0066 ;;0.3225 ;;;;;;;0.3101 ;;;;
1535;Mining;132.22;tor aug 6, 2020 - 13:18:30;User;2;%;;;;;491;491;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on darker side;Granular;Medium-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;67;99;23;158;6633;Large;Mining;61.9477 ;0.3331 ;6.0539 ;29.3127 ;0.0177 ;0.0535 ;0.1102 ;1.0922 ;0.4100 ;0.0008 ;0.0019 ;0.0048 ;0.4715 ;;;;0.0033 ;;;0.0050 ;0.0059 ;0.0059 ;0.0340 ;0.0006 ;;;;;0.0019 ;;0.0462 ;;;;;;;0.0852 ;0.0007 ;;0.0009 ;0.0002 
1536;Mining;133.25;tor aug 6, 2020 - 13:22:37;User;2;%;;;;;491;491;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on lighter side;Granular;Medium-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;67;99;23;158;6633;Large;Mining;0.0105 ;1.3303 ;26.5479 ;65.3623 ;0.1500 ;0.1730 ;0.6674 ;3.5231 ;1.4328 ;0.0028 ;0.0132 ;0.1496 ;0.0078 ;0.0034 ;;;;;;;;;;;;;;;0.0065 ;;0.3097 ;;;;;;;0.3097 ;;;;
1537;Mining;132.65;tor aug 6, 2020 - 13:25:33;User;2;%;;;;;491;491;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on darker side;Granular;Medium-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;67;99;23;158;6633;Large;Mining;59.7795 ;;5.0718 ;32.4779 ;0.0216 ;0.0458 ;0.2033 ;0.9788 ;0.2915 ;;0.0032 ;0.0127 ;0.9449 ;;;;0.0056 ;;;0.0067 ;0.0049 ;0.0053 ;0.0352 ;0.0007 ;;;;;0.0015 ;;0.0347 ;;;;;;;0.0721 ;0.0011 ;;0.0011 ;0.0003 
