sample_id;site_id;sweref_x;sweref_y;parish;color;hue;munsell_hue;munsell_value;material;point_type;artefact;type;find_context;patina;texture_1;texture_2;luster;sediment;foliation;topgraphy;homogeneity;inclusion;max_width_mm;max_length_mm;max_height_cm;weight_g
289;Tärna 14;7325955;493928;Tärna;Opaque;Light;5Y; 8/1;Brecciated quartz;triangular, straight base;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;29;68;7;17
290;Tärna 34;7316753;502381;Tärna;Opaque;Light;5Y; 7/6;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;28;43;7;10
291;Tärna 34;7316753;502381;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;36;27;9;11
292;Tärna 34;7316753;502381;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Scraper;Scraper;Survey;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;33;37;12;17
293;Tärna 39;7315331;500907;Tärna;Opaque;Light;5Y; 8/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;38;65;14;31
294;Tärna 610;7315998;501779;Tärna;Opaque;Light;5Y; 8/1;Brecciated quartz;;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;31;61;14;27
295;Tärna 549;7324575;493441;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Arrow point preform;Preform;Excavation;Yes;Granular;Fine-grained;Waxy;None;Possible foliation;Conchoidal;No;Dark mineral grains;25;42;6;9
296;Tärna 549;7324575;493441;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;Possible bedding;None;Conchoidal;No;Bands of dark mineral;35;44;10;14
297;Tärna 549;7324575;493441;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;19;31;12;3
298;Tärna 610;7315998;501779;Tärna;Opaque;Light;7.5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;62;98;24;178
299;Tärna 594;7327983;491179;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral grains;38;59;12;27
300;Tärna 37;7315883;501589;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;29;44;10;13
301;Tärna 549;7324575;493441;Tärna;Translucent;Light;5Y; 9/1;Brecciated quartz;;Arrow point;Point;Excavation;Yes;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains and bands of quartz;23;25;6;4
302;Tärna 593;7328100;491305;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;27;58;;
303;Tärna 549;7324575;493441;Tärna;Opaque;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Excavation;No;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;23;57;11;11
304;Tärna 549;7324575;493441;Tärna;Opaque;Light;5Y; 6/1;Brecciated quartz;;Arrow point;Point;Excavation;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;16;37;6;5
305;Tärna 565;7327215;481201;Tärna;Opaque;Light;2.5GY; 9/1;Brecciated quartz;;Point preform;Preform;Excavation;No;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;52;75;28;90
306;Tärna 89;7290914;508698;Tärna;Opaque;Dark;5Y; 5/4;Brecciated quartz;lanceolate, convex base;Point;Point;Stray find;Yes;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;23;115;;
307;Tärna 656;7331934;479565;Tärna;Opaque;Light;N8; ;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;66;165;36;430
308;;7285986;509493;Tärna;Translucent;Light;2.5Y; 9/1;Brecciated quartz;;Point fragment;Point;Unknown;No;Massive;Fine-grained;Waxy;None;Possible foliation;Smooth;No;Dark mineral grains;31;55;;
309;Tärna 610;7315998;501779;Tärna;Opaque;Dark;7.5Y; 5/2;Brecciated quartz;;Point preform;Preform;Survey;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;23;61;7;11
310;Tärna 610;7315998;501779;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;Possible foliation;Fine;No;Dark mineral grains;27;72;12;23
311;Tärna 549;7324575;493441;Tärna;Translucent;Light;5Y; 9/1;Brecciated quartz;;Point preform;Preform;Excavation;Yes;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;32;34;7;8
312;Tärna 549;7324575;493441;Tärna;Translucent;Light;5Y; 9/1;Brecciated quartz;;Arrow point;Point;Excavation;Yes;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;19;30;5;2
313;Tärna 549;7324575;493441;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Arrow point;Point;Excavation;Yes;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;28;50;8;14
314;;7285986;509493;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Point fragment;Point fragment;Unknown;No;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;26;53;;
315;Tärna 594;7327983;491179;Tärna;Opaque;Light;5Y; 8/2;Brecciated quartz;;Preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;31;103;25;72
316;Tärna 594;7327983;491179;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;41;84;23;63
317;;7285986;509493;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;42;113;;
318;Tärna 89;7290912;508697;Tärna;Translucent;Dark;2.5Y; 4/3;Quartzite;;Point preform;Preform;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;22;47;;
319;;7285986;509493;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartzite;;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral inclusion;29;48;;
320;;7285986;509493;Tärna;Opaque;Light;2.5Y; 9/1;Quartzite;;Preform;Preform;Unknown;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;21;61;;
321;;7285986;509493;Tärna;Gray;Dark;N2; ;Quartzite;straight base;Arrow point;Point;Stray find;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz;16;50;;
322;Vilhelmina 977;7208869;567544;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;18;109;7;14
323;Vilhelmina 977;7208869;567544;Vilhelmina;Gray streaked with black;Light;5Y; 6/2;Quartzite;;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;19;55;5;6
324;Vilhelmina 977;7208869;567544;Vilhelmina;Gray streaked with black;Light;5Y; 6/2;Quartzite;;Arrow point preform;Preform;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;24;61;8;13
325;Vilhelmina 977;7208869;567544;Vilhelmina;Light gray streaked with white;White;N9; ;Quartzite;;Preform;Preform;Excavation;Yes;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;37;55;16;33
326;Vilhelmina 977;7208869;567544;Vilhelmina;White;White;N9; ;Quartzite;tanged;Arrow point;Point;Excavation;No;Granular;Fine-grained;Dull;None;None;Fine;No;Bands of quartz;15;37;6;4
327;Vilhelmina 977;7208869;567544;Vilhelmina;Light gray streaked with white;White;N9; ;Quartzite;triangular, straight base;Arrow point;Point;Excavation;No;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;14;35;4;3
328;Vilhelmina 977;7208869;567544;Vilhelmina;White;White;N9; ;Quartzite;lanceolate, straight base;Arrow point preform;Preform;Excavation;No;Granular;Fine-grained;Dull;None;None;Conchoidal;No;White discoloration;15;46;7;4
329;Vilhelmina 977;7208869;567544;Vilhelmina;Black;Dark;N2; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;13;20;4;
330;Vilhelmina 977;7208869;567544;Vilhelmina;Black;Dark;N2; ;Quartzite;straight base;Arrow point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;17;25;5;2
331;Vilhelmina 977;7208869;567544;Vilhelmina;Gray streaked with black;Dark;5Y; 4/1;Quartzite;lanceolate, straight base;Arrow point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;18;69;7;8
332;Vilhelmina 977;7208869;567544;Vilhelmina;Gray streaked with black;Dark;5Y; 4/1;Quartzite;;Arrow point;Point;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;12;37;6;3
333;Vilhelmina 977;7208869;567544;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Arrow point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;16;50;5;5
334;Vilhelmina 977;7208869;567544;Vilhelmina;White;White;N9; ;Quartzite;;Arrow point preform;Preform;Excavation;No;Granular;Fine-grained;Dull;None;None;Fine;No;White discoloration;19;29;4;3
335;Vilhelmina 977;7208869;567544;Vilhelmina;Black;Dark;N1; ;Quartzite;straight base;Arrow point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;14;18;5;2
336;Vilhelmina 977;7208869;567544;Vilhelmina;White;White;N9; ;Quartzite;straight base;Arrow point;Point;Excavation;No;Granular;Fine-grained;Dull;None;None;Fine;Yes;;16;15;5;2
337;Vilhelmina 977;7208869;567544;Vilhelmina;Gray;Dark;N3; ;Quartzite;;Arrow point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;15;17;5;
338;Lycksele 578;7226847;652747;Lycksele;Gray;Dark;N2; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;43;106;9;49
339;Lycksele 335;7166887;677056;Lycksele;White;White;N9; ;Quartzite;;Point preform;Preform;Surveyed;No;Granular;Fine-grained;Bright vitreous;None;None;Irregular;Yes;;25;63;;
340;Lycksele 599;7227620;653185;Lycksele;Black;Dark;N1; ;Slate;;Point;Point;Survey;No;Massive;Fine-grained;Dull;None;Foliated;Smooth;Yes;;14;32;3;2
341;Lycksele 335;7166887;677056;Lycksele;Opaque;Light;2.5Y; 9/1;Quartzite;;Point preform;Preform;Surveyed;Yes;Granular;Fine-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;19;50;;
342;Lycksele 301;7168150;676423;Lycksele;Red;Dark;5YR; 2/2;Sandstone;triangular, straight base;Point;Point;Excavation;No;Granular;Fine-grained;Dull;None;None;Smooth;Yes;;18;44;;
343;;7172386;663884;Lycksele;Black;Dark;N1; ;Quartzite;;Preform;Preform;Unknown;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;30;70;;
344;Dorotea 120;7166752;521538;Dorotea;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Surveyed;Yes;Massive;Fine-grained;Waxy;None;None;Conchoidal;Yes;;29;50;11;16
345;Dorotea 362;7136378;553170;Dorotea;Gray;Dark;5Y; 4/1;Quartzite;lanceolate, convex base;Point;Point;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral;17;45;7;6
346;Dorotea 11;7138996;553157;Dorotea;Black;Dark;N2; ;Quartzite;;Point preform;Preform;Surveyed;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;28;83;20;36
347;Dorotea 632;7138562;556961;Dorotea;Light gray streaked with black;Light;5Y; 7/1;Quartzite;;Point;Point;Surveyed;No;Massive;Fine-grained;Dull;None;None;Fine;No;Bands of dark mineral;18;51;5;4
348;Dorotea 159:1;7144507;546226;Dorotea;Gray streaked with black;Dark;5Y; 3/1;Quartzite;;Point preform;Preform;Surveyed;Yes;Granular;Fine-grained;Dull;None;None;Conchoidal;No;Bands of dark mineral;30;58;;
349;Dorotea 159:1;7144507;546226;Dorotea;Gray streaked with black;Dark;7.5Y; 4/1;Quartzite;;Point preform;Preform;Surveyed;No;Granular;Fine-grained;Dull;None;None;Fine;No;Bands of dark mineral;30;41;;
350;Dorotea 159:1;7144507;546226;Dorotea;Gray streaked with black;Dark;N2; ;Quartzite;;Point preform;Preform;Surveyed;No;Granular;Fine-grained;Dull;None;None;Fine;No;Bands of dark mineral;25;69;;
351;Dorotea 159:1;7144507;546226;Dorotea;Gray streaked with black;Dark;N2; ;Quartzite;;Point preform;Preform;Surveyed;No;Granular;Fine-grained;Bright vitreous;None;Possible foliation;Fine;No;Bands of dark mineral;21;67;;
352;Dorotea 286:1;7179826;516823;Dorotea;Light gray;Light;7.5Y; 8/1;Quartzite;triangular, straight base;Point preform;Preform;Surveyed;Yes;Massive;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral;30,6;51,5;6;13,1
353;Dorotea 7;7140710;552022;Dorotea;White;Light;5Y; 7/2;Quartzite;;Point preform;Preform;Surveyed;No;Massive;Fine-grained;Waxy;None;None;Smooth;Yes;;26;25;;
354;Tärna 6;7333681;491206;Tärna;Translucent;Colourless;; ;Brecciated quartzite;;Flake;Flake;Excavation;No;Massive;Fine-grained;Dull;None;None;Conchoidal;Yes;;8;10;;
355;Tärna 6;7333681;491206;Tärna;Light gray;Dark;5Y; 5/2;Brecciated quartzite;;Flake;Flake;Excavation;No;Granular;Fine-grained;Dull;Bedding;None;Conchoidal;Yes;;14;29;;
356;Dorotea 304;7174756;522069;Dorotea;Gray;Dark;N3; ;Quartzite;;Spear point;Point;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of quartz;34;33;11;12
357;Tärna 6;7333681;491206;Tärna;Light gray;Dark;5Y; 3/1;Brecciated quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;10;12;;
358;Tärna 20;7323716;495553;Tärna;Gray;Dark;N3; ;Quartzite;straight base;Point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;15;41;6;4
359;Vilhelmina 444;7144672;586277;Vilhelmina;Black;Dark;N2; ;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of quartz;22;60;11;15
360;;7201665;548201;Vilhelmina;Black;Dark;N1; ;Quartzite;;Arrow point fragment;Point fragment;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Bands of quartz;15;39;;
361;;7285986;509493;Tärna;Black;Dark;N1; ;Quartzite;triangular, straight base;Spear point;Point;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;35;78;16;36
362;;7285986;509493;Tärna;Gray;Dark;N3; ;Quartzite;lanceolate, straight base;Arrow point;Point;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Bands of quartz;18;50;16;9
363;Tärna 33;7316850;502441;Tärna;Black;Dark;N1; ;Quartzite;;Arrow point;Point;Survey;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;19;55;16;7
364;Tärna 550;7320161;503823;Tärna;White;White;N9; ;Quartzite;;Retouched flake;Flake;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;52;60;12;54
365;Tärna 550;7320161;503823;Tärna;Opaque;Light;2.5Y; 9/1;Brecciated quartz;;Flake;Flake;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;18;20;;
366;Tärna 550;7320161;503823;Tärna;Red;Dark;5YR; 3/6;Quartzite;;Flake;Flake;Excavation;Yes;Massive;Fine-grained;Dull;None;None;Smooth;Yes;;18;18;;
367;Tärna 550;7320161;503823;Tärna;Yellow;Light;5Y; 7/3;Slate;;Flake;Flake;Excavation;No;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;12;13;;
368;Tärna 547;7321296;504251;Tärna;Translucent;Dark;10YR; 5/3;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;21;26;;
369;Tärna 547;7321296;504251;Tärna;Translucent;Colourless;; ;Quartzite;;Flake;Flake;Excavation;No;Granular;Fine-grained;Dull;None;None;Smooth;Yes;;18;25;;
370;Tärna 547;7321296;504251;Tärna;Translucent;Colourless;; ;Quartzite;;Flake;Flake;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;15;20;;
371;Tärna 547;7321296;504251;Tärna;White;White;N9; ;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;20;24;;
372;Tärna 547;7321296;504251;Tärna;White;White;N9; ;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;16;22;;
373;Tärna 547;7321296;504251;Tärna;White;White;N9; ;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;15;19;;
374;Tärna 547;7321296;504251;Tärna;Translucent;Colourless;; ;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;19;18;;
375;Tärna 547;7321296;504251;Tärna;White;White;N9; ;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;21;22;;
376;Tärna 547;7321296;504251;Tärna;Gray;Dark;10YR; 4/1;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Waxy;Possible bedding;None;Fine;Yes;;22;28;;
377;Vilhelmina 115;7204853;518271;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;Yes;Granular;Medium-grained;Bright vitreous;None;None;Smooth;Yes;;29;35;10;13
378;Vilhelmina 444;7144672;586277;Vilhelmina;Dark gray streaked with black;Dark;5Y; 3/1;Quartzite;;Point preform;Preform;Excavation;Yes;Massive;Medium-grained;Dull;Possible bedding;None;Smooth;No;;27;61;17;23
379;Tärna 20;7323716;495553;Tärna;White streaked with black;Light;5Y; 9/3;Quartzite;;Point preform;Preform;Excavation;No;Massive;Fine-grained;Dull;None;None;Smooth;No;Bands of dark mineral;19;45;9;5
380;Tärna 20;7323716;495553;Tärna;Red;Dark;5YR; 5/6;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;34;37;8;8
381;Tärna 20;7323716;495553;Tärna;Black and gray;Dark;N1; ;Slate;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Smooth;No;;23;45;;
382;Tärna 20;7323716;495553;Tärna;Yellow;Light;5Y; 8/3;Slate?;;Flake;Flake;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;32;35;;
383;Tärna 533;7263371;535796;Tärna;White;White;N9; ;Quartzite;;Scraper;Scraper;Survey;No;Granular;Massive;Bright vitreous;None;None;Irregular;Yes;;49;49;21;51
384;Vilhelmina 444;7144672;586277;Vilhelmina;Gray streaked with black;Dark;2.5Y; 3/3;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Dull;None;None;Fine;No;Bands of dark mineral;21;36;12;8
385;Vilhelmina 444;7144672;586277;Vilhelmina;Light gray;Dark;N3; ;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;25;31;9;6
386;Vilhelmina 439;7143695;585942;Vilhelmina;Dark gray streaked with black;Dark;N2; ;Quartzite;;Spearpoint;Point;Excavation;No;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Fine;No;Bands of dark mineral;26;31;5;4
387;Vilhelmina 399;7159767;582529;Vilhelmina;White;White;N9; ;Quartzite;;Point fragment;Point fragment;Excavation;Yes;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;13;22;4;1
388;Vilhelmina 399;7159767;582529;Vilhelmina;Opaque;Light;2.5Y; 9/1;Quartzite;straight base;Point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;19;27;6;4
389;Lokal 83:41;7325478;482671;Tärna;Light brown;Light;7.5Y; 7/1;Quartzite;;Flake;Flake;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;114;160;;889
390;Vilhelmina 115;7204853;518271;Vilhelmina;Opaque;Light;7.5Y; 6/2;Quartzite;;Point preform;Preform;Stray find;No;Massive;Fine-grained;Dull;None;None;Conchoidal;Yes;;23;34;7;10
391;Vilhelmina 115;7204853;518271;Vilhelmina;Black;Dark;N1; ;Quartzite;;Arrow point;Point;Stray find;No;Granular;Fine-grained;Dull;None;None;Fine;Yes;;16;30;7;6
392;Vilhelmina 117;7204780;518625;Vilhelmina;Black;Dark;N1; ;Quartzite;;Arrow point fragment;Point fragment;Stray find;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;17;21;6;4
393;Vilhelmina 115;7204853;518271;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Stray find;No;Massive;Fine-grained;Dull;None;Foliated;Conchoidal;Yes;;35;47;13;22
394;Vilhelmina 399;7159767;582529;Vilhelmina;Light gray;Light;7.5Y; 8/1;Quartzite;triangular, straight base;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;20;37;5;2
395;;7201665;548201;Vilhelmina;Gray streaked with black;Dark;N1; ;Quartzite;;Point preform;Preform;Unknown;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;18;41;;
396;Vilhelmina 458;7138860;592509;Vilhelmina;Light gray;Light;7.5Y; 7/2;Slate;triangular, concave base;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;13;26;2;1
397;Vilhelmina 450;7141815;589644;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;22;28;6;4
398;;7201665;548201;Vilhelmina;Opaque;Light;7.5Y; 8/1;Quartz;;Point fragment;Point fragment;Unknown;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;30;27;;
399;;7201665;548201;Vilhelmina;Gray;Dark;7.5Y; 5/1;Quartzite;straight base;Arrow point fragment;Point fragment;Unknown;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;16;28;;
400;Vilhelmina 109;7205154;517514;Vilhelmina;Opaque;Light;2.5Y; 9/1;Quartzite;;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;28;54;12;16
401;Vilhelmina 444;7144672;586277;Vilhelmina;Gray;Dark;5Y; 4/1;Quartzite;;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;18;28;8;6
402;Vilhelmina 444;7144672;586277;Vilhelmina;Light gray;Light;N6; ;Quartzite;;Point preform;Preform;Excavation;Yes;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;31;54;9;15
403;Vilhelmina 439;7143695;585942;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate, straight base;Point fragment;Point fragment;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;14;34;4;2
404;Vilhelmina 450;7141815;589644;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Excavation;Yes;Massive;Medium-grained;Waxy;None;None;Conchoidal;Yes;;44;41;12;23
405;Vilhelmina 216;7173355;561753;Vilhelmina;Black;Dark;N4; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;23;54;26;19
406;Vilhelmina 245;7174307;567172;Vilhelmina;Gray streaked with black;Dark;5Y; 4/1;Quartzite;;Point preform;Preform;Survey;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of dark mineral;28;48;26;16,4
407;Vilhelmina 411;7154659;584594;Vilhelmina;Opaque;Light;2.5Y; 9/1;Quartzite;triangular, straight base;Point fragment;Point fragment;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;35,3;76,3;26;24
408;Vilhelmina 769;7161707;581627;Vilhelmina;Black;Dark;N1; ;Quartzite;;Arrow point;Point;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;8,9;32;26;1,8
409;Vilhelmina 791;7196177;576025;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point;Point;Survey;No;Massive;Medium-grained;Waxy;None;None;Fine;Yes;;18;41,3;26;7,9
410;Vilhelmina 1069;7218085;508318;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point fragment;Point fragment;Survey;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of quartz;27,5;50,8;26;17
411;Vilhelmina 1124;7213074;502865;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point;Point;Survey;No;Granular;Medium-grained;Dull;None;None;Fine;Yes;;25,4;58;26;17,9
412;;;;;White;White;N9; ;Quartzite;;;;Unknown;No;Granular;Fine-grained;Dull;None;None;Fine;Yes;;22;65;;
413;Vilhelmina 637;7202213;540640;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point;Point;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;30,6;63,5;26;25,5
414;Vilhelmina 643;7196664;540871;Vilhelmina;Light gray streaked with black;Dark;N5; ;Quartzite;;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;38;68;;
415;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;N3; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;34;74;;
416;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;24;42;;
417;Vilhelmina 1127;7214358;499190;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;No;Granular;Medium-grained;Dull;None;None;Conchoidal;Yes;;30,5;60;26;28,6
418;;7201665;548201;Vilhelmina;Black;Dark;N1; ;Quartzite;lanceolate;Arrow point;Point;Unknown;Yes;Granular;Fine-grained;Dull;None;None;Fine;No;Bands of quartz;19;60;;
