Sample_ID;Site_ID;Inv.nr;Sub nr.;Fyndlåda;Objekt;Find nr.;Artefact;Type;Skärning;Sweref_N;Sweref_E;Parish;Foto nr.;Material;Color;Hue;Texture_1;Texture_2;Luster;Sedimentary structures;Foliation;Grain size;Layering;Topography;Homogeneity;Inclusion;%-inclusion;Surface;Patina;Max width (mm);Max length (mm);Max height (mm);Weight(g)
105;Dorotea 214;3725;11;;;;Point;Point;;7169499;533049;Dorotea;"IMG_9561;IMG_9562";Quartzite;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;20;26;7;4
106;Dorotea 214;3725;19;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9563;IMG_9564";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Quartz;;;No;45;92;24;88
107;Dorotea 214;3725;20;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9565;IMG_9566";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;No;43;81;18;70
108;Dorotea 214;3725;21;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9567;IMG_9568;IMG_9569";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;40;90;23;77
109;Dorotea 302;3728;7;;;;Point preform;Preform;;7169794;531356;Dorotea;"IMG_9570;IMG_9571;IMG_9572";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;22;78;12;20
110;Dorotea 214;3725;22;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9574;IMG_9575;IMG_9576";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;Yes;51;82;18;80
111;Dorotea 214;3725;25;;;;Point preform;Preform;;7169499;533049;Dorotea;"IMG_9578;IMG_9579";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;46;71;13;44
112;Dorotea 302;3728;6;;;;Point preform;Preform;;7169794;531356;Dorotea;"IMG_9580;IMG_9581";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;15;27;6;2
113;Dorotea 302;3728;8;;;;Point;Point;;7169794;531356;Dorotea;"IMG_9586;IMG_9588;IMG_9589;IMG_9591;IMG_9594";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;17;39;10;6
114;Dorotea 226;3730;5;;;;Point;Point;;7169945;531290;Dorotea;"IMG_9595;IMG_9596";Quartzite;Light gray;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;21;69;8;11
115;Dorotea 226;3730;6;;;;Point;Point;;7169945;531290;Dorotea;"IMG_9597;IMG_9598";Quartzite;Light gray;Light;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;13;38;6;4
116;Dorotea 226;3730;7;;;;Point preform;Preform;;7169945;531290;Dorotea;"IMG_9601;IMG_9602;IMG_9603";Quartzite;Dark gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;30;41;8;9
117;;3739;1;;;;Point;Point;;7139247;560584;Dorotea;"IMG_9604;IMG_9605";Quartzite;Dark gray;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Mineral grains;;Iron oxide;Yes;15;42;8;7
118;Dorotea 215;3731;2;;;;Point preform;Preform;;7169138;533634;Dorotea;"IMG_9606;IMG_9609";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;Yes;45;94;33;127
119;;3732;a3;;;;Spear point;Point;;7139247;560584;Dorotea;"IMG_9611;IMG_9612";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;No;28;54;11;18
120;;3735;3;;;;Spear point fragment;Point fragment;;7139247;560584;Dorotea;"IMG_9614;IMG_9615";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;Dirt;Yes;33;49;10;17
121;;3739;2;;;;Preform;Preform;;7139247;560584;Dorotea;"IMG_9616;IMG_9617;IMG_9619";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Porphyroblastic;Non-foliated;Fine;No;Quartz grains;;;No;23;38;9;10
122;Dorotea 143;17944;8;;;;Point preform;Preform;;7135759;553501;Dorotea;"IMG_9620;IMG_9621";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;Iron oxide;Yes;42;87;23;74
123;Dorotea 143;17944;9;;;;Point preform;Preform;;7135759;553501;Dorotea;"IMG_9623;IMG_9624";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;40;77;18;46
124;Dorotea 143;17944;18;;;;Point preform;Preform;;7135759;553501;Dorotea;"IMG_9625;IMG_9626";Quartzite;Dark gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;23;54;8;16
125;Dorotea 143;17944;45;;;;Point;Point;;7135759;553501;Dorotea;"IMG_9627;IMG_9628";Quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;;;No;17;45;6;4
126;Dorotea 84;17945;9;;;;Point preform;Preform;;7138940;553416;Dorotea;"IMG_9629;IMG_9630";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;41;53;11;29
127;;17945;26;;;;Point;Point;;7139247;560584;Dorotea;"IMG_9631;IMG_9632";Quartzite;Gray;Dark;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;Dirt?;No;13;23;4;
128;;17945;31;;;;Point;Point;;7139247;560584;Dorotea;"IMG_9633;IMG_9634";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;14;42;5;7
129;;17945;36;;;;Point;Point;;7139247;560584;Dorotea;"IMG_9635;IMG_9636";Quartzite;Dark yellow;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;Yes;18;27;5;5
130;Dorotea 84;17945;43;;;;Point;Point;;7138940;553416;Dorotea;"IMG_9637;IMG_9638";Quartzite;Light gray;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;;;Yes;21;24;7;5
131;Dorotea 84;17945;53;;;;Point;Point;;7138940;553416;Dorotea;"IMG_9639;IMG_9640";Quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Smooth;No;;;;Yes;21;44;9;7
132;Dorotea 84;17945;47;;;;Point;Point;;7138940;553416;Dorotea;"IMG_9641;IMG_9642";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;Yes;16;20;6;3
133;Dorotea 84;17945;48;;;;Point preform;Preform;;7138940;553416;Dorotea;"IMG_9643;IMG_9644";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Dirt;Yes;48;115;26;135
134;Dorotea 84;17945;65;;;;Point;Point;;7138940;553416;Dorotea;"IMG_9645;IMG_9646";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;10;;No;18;27;6;4
135;Dorotea 84;17945;66;;;;Spear point;Point;;7138940;553416;Dorotea;"IMG_9647;IMG_9648;IMG_9649";Quartzite;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;29;51;10;22
136;Dorotea 84;17945;68;;;;Arrow point;Point;;7138940;553416;Dorotea;"IMG_9650;IMG_9652";Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;No;Bands of quartz;;;No;15;24;5;2
137;Dorotea 84;17945;70;;;;Point;Point;;7138940;553416;Dorotea;"IMG_9653;IMG_9654";Quartzite;Dark yellow;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;12;18;4;
138;Dorotea 84;17945;73;;;;Point preform;Preform;;7138940;553416;Dorotea;"IMG_9655;IMG_9656";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;30;35;10;12
139;;2860;1;;;;Point preform;Preform;;7139247;560584;Dorotea;"IMG_9657;IMG_9658";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;47;86;15;63
140;Dorotea 229;2860;10;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9659;IMG_9660";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Porphyroblastic;Non-foliated;Fine;No;Bands of quartz;;;No;26;44;26;9
141;Dorotea 229;2860;11;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9661;IMG_9662";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;35;44;12;20
142;Dorotea 229;2860;12;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9663;IMG_9664";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;27;45;9;10
143;Dorotea 507;31990;;;;;Spear point;Point;;7150720;545284;Dorotea;"IMG_9665;IMG_9666";Quartzite;White;White;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Iron;30;Iron oxide and red (modern?) discoloration;Yes;43;143;;
144;Dorotea 229;2860;13;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9667;IMG_9668";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;20;20;8;30
145;Dorotea 628;31991;;;;;Point;Point;;7138721;553788;Dorotea;"IMG_9669;IMG_9670";Quartzite;Brown streaked with black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;30;;No;35;98;;
146;Dorotea 229;3713;1;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9671;IMG_9672";Quartzite;White;White;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;No;Quartz;;;No;26;54;10;11
147;Dorotea 229;3713;3;;;;Point preform;Preform;;7175796;524955;Dorotea;"IMG_9673;IMG_9674";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;10;;No;41;78;14;35
148;Dorotea 304;3715;2;;;;Point;Point;;7174756;522069;Dorotea;"IMG_9675;IMG_9676";Quartzite;Brown;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;12;15;5;2
149;Dorotea 304;3715;3;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9677;IMG_9678";Quartzite;Gray;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;50;;No;25;16;11;6
150;Dorotea 304;3715;5;;;;Point preform;Preform;;7174756;522069;Dorotea;"IMG_9679;IMG_9680";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;37;30;13;15
151;Dorotea 304;3715;6;;;;Spear point;Point;;7174756;522069;Dorotea;"IMG_9681;IMG_9682";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;10;;No;34;33;11;12
152;;2479;2;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9683;IMG_9684";Quartzite;White streaked with black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;60;Iron oxide;Yes;44;76;19;63
153;Åsele 182;2482;15;;;;Point preform;Preform;;7120412;600842;Åsele;"IMG_9685;IMG_9686";Quartzite;Brown;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;42;91;25;125
154;;2478;2;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9687;IMG_9688";Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;40;;Yes;40;80;13;42
155;;4514;1;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9689;IMG_9690";Quartzite;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;18;40;6;4
156;;4514;2;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9691;IMG_9692";Quartzite;Gray;Light;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;50;(Modern) white color and resin;Yes;30;33;10;13
157;;4514;3;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9693;IMG_9694";Quartzite;Brown;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;3;;No;29;42;9;13
158;;4514;4;;;;Point;Point;;7119882;617013;Åsele;"IMG_9695;IMG_9696";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;20;47;6;5
159;;4514;5;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9697;IMG_9698";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;25;50;7;11
160;;4514;6;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9699;IMG_9700";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Dirt;Yes;25;51;8;12
161;;4514;7;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9701;IMG_9702";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;30;23;7;7
162;;4514;8;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9703;IMG_9704";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Mineral grains;;;No;17;42;6;5
163;;4514;9;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9705;IMG_9706";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;25;31;7;6
164;;4514;10;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9707;IMG_9708";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;18;28;6;3
165;;7975;1 (a);;;;Point;Point;;7119882;617013;Åsele;"IMG_9709;IMG_9710";Quartzite;Black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;15;17;4;
166;;7975;15 (o);;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9711;IMG_9712";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Weathered;No;Dark mineral inclusion;;;Yes;21;37;7;6
167;Åsele 393;17938;14;;;;Point preform;Preform;;7117732;614540;Åsele;"IMG_9713;IMG_9714";Quartzite;Black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;31;33;10;11
168;Åsele 129;21592;1;;;;Point preform;Preform;;7116373;615774;Åsele;"IMG_9715;IMG_9716";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;28;41;11;12
169;Åsele 129;21592;6;;;;Point preform;Preform;;7116373;615774;Åsele;"IMG_9717;IMG_9718";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;23;19;17;3
170;Åsele 129;21592;7;;;;Point preform;Preform;;7116373;615774;Åsele;"IMG_9719;IMG_9720";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;Iron oxide;Yes;14;18;6;2
171;Åsele 129;21592;8;;;;Point preform;Preform;;7116373;615774;Åsele;"IMG_9721;IMG_9722";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;17;16;2
172;Åsele 129;21592;9;;;;Arrow point;Point;;7116373;615774;Åsele;"IMG_9723;IMG_9724";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;Iron oxide;Yes;16;61;7;6
173;Åsele 129;21592;10;;;;Arrow point;Point;;7116373;615774;Åsele;"IMG_9725;IMG_9726";Breccie quartz;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;;Yes;17;23;5;3
174;Åsele 129;21592;11;;;;Arrow point;Point;;7116373;615774;Åsele;"IMG_9727;IMG_9728";Quartzite;Gray;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;18;18;5;2
175;Åsele 129;21592;14;;;;Point preform;Preform;;7116373;615774;Åsele;"IMG_9729;IMG_9730";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;29;52;11;17
176;Åsele 129;21592;15;;;;Arrow point;Point;;7116373;615774;Åsele;"IMG_9731;IMG_9732";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Banded quartz;;;Yes;17;61;6;7
177;;21592;16;;;;Preform;Preform;;7119882;617013;Åsele;"IMG_9733;IMG_9734";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;Iron oxide;Yes;29;51;12;16
178;Åsele 91;21652;2;;;;Bifacial point;Point;;7116832;612227;Åsele;"IMG_9735;IMG_9736";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;;Yes;17;35;6;6
179;Åsele 91;21652;3;;;;Bifacial point;Point;;7116832;612227;Åsele;"IMG_9737;IMG_9738";Breccie quartz;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;;;No;16;27;5;2
180;Åsele 91;21652;10;;;;Arrow point;Point;;7116832;612227;Åsele;"IMG_9739;IMG_9740";Quartz;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;;;No;12;13;4;1
181;Åsele 92;21653;9;;;;Point preform;Preform;;7116829;611906;Åsele;"IMG_9741;IMG_9742";Quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;32;34;9;10
182;Åsele 99;21657;24;;;;Point preform;Preform;;7119120;610139;Åsele;"IMG_9743;IMG_9744";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;34;42;9;14
183;;21657;25;;;;Point preform;Preform;;7119882;617013;Åsele;"IMG_9745;IMG_9746;IMG_9747";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Smooth;No;Mineral grains;;;No;40;54;14;31
184;Åsele 101;21658;1;;;;Point;Point;;7118728;609614;Åsele;"IMG_9748;IMG_9749";Quartzite;White;White;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;No;Quartz and matrix;;;No;19;42;7;7
185;Åsele 107;21664;26;;;;Preform;Preform;;7118235;610410;Åsele;"IMG_9750;IMG_9751";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;Bedding;None;Granoblastic;Foliation;Smooth;No;Banded;;;No;33;37;9;11
186;Åsele 107;21664;27;;;;Point;Point;;7118235;610410;Åsele;"IMG_9752;IMG_9753";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;;Yes;38;40;7;14
187;Åsele 107;21664;28;;;;Point;Point;;7118235;610410;Åsele;"IMG_9754;IMG_9755";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;28;50;10;12
188;Åsele 117;21674;1;;;;Point;Point;;7123473;611413;Åsele;"IMG_9756;IMG_9757";Quartzite;Gray;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Mineral grains;;;No;17;28;4;2
189;Åsele 117;21674;2;;;;Point;Point;;7123473;611413;Åsele;"IMG_9758;IMG_9759";Quartzite;Light gray;Light;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Mineral grains;;;Yes;13;22;3;1
190;Åsele 119;21676;2;;;;Point fragment;Point fragment;;7126340;609918;Åsele;"IMG_9760;IMG_9761";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;30;36;10;13
191;Åsele 117;21674;55;;;;Point preform;Preform;;7123473;611413;Åsele;"IMG_9762;IMG_9763";Quartzite;Gray;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion and iron;;Iron oxide;Yes;25;64;10;18
192;Åsele 236;27157;1;;;;Point preform;Preform;;7121285;635089;Åsele;"IMG_9764;IMG_9765";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;30;50;;
193;Vilhelmina 619;15254;1;;;;Point preform;Preform;;7205350;539917;Vilhelmina;"IMG_9767;IMG_9768;IMG_9769";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;67;123;34;301
194;Vilhelmina 619;15252;2;;;;Point preform;Preform;;7205350;539917;Vilhelmina;"IMG_9770;IMG_9771";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;36;46;10;21
195;Vilhelmina 240;15285;8;;;;Point fragment;Point fragment;;7174962;566693;Vilhelmina;"IMG_9772;IMG_9773";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;35;92;10;31
196;Vilhelmina 643;14591;20;;;;Point preform;Preform;;7196664;540871;Vilhelmina;"IMG_9774;IMG_9775;IMG_9776";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;47;98;26;103
197;Vilhelmina 643;14591;15;;;;Point preform;Preform;;7196664;540871;Vilhelmina;"IMG_9777;IMG_9778";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;50;;Yes;45;78;19;66
198;;14591;21;;;;Point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9780;IMG_9781";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Iron oxide;Yes;61;114;26;209
199;;15252;14;;;;Scraper;Scraper;;7201665;548201;Vilhelmina;"IMG_9782;IMG_9783";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;42;67;12;38
200;Vilhelmina 611;15253;1;;;;Point preform;Preform;;7203619;540620;Vilhelmina;"IMG_9784;IMG_9785";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Foliation;Conchoidal;Yes;;;;Yes;25;69;11;16
201;Vilhelmina 636;14073;88;;;;Point preform;Preform;;7201659;541153;Vilhelmina;"IMG_9786;IMG_9787";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Foliation;Conchoidal;No;Dark mineral inclusion;;Iron oxide;Yes;39;77;19;56
202;Vilhelmina 168;14672;1;;;;Arrow point;Point;;7196187;576229;Vilhelmina;"IMG_9788;IMG_9789";Quartzite;Gray streaked with white;Dark;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Foliation;Conchoidal;No;Mineral inclusion;;;No;12;42;5;2
203;Vilhelmina 168;14672;2;;;;Point preform;Preform;;7196187;576229;Vilhelmina;"IMG_9790;IMG_9791";Quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;18;41;7;6
204;Vilhelmina 619;15252;4;;;;Point preform;Preform;;7205350;539917;Vilhelmina;"IMG_9792;IMG_9793";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;24;58;10;16
205;Vilhelmina 931;14733;2;;;;Point preform;Preform;;7195741;581917;Vilhelmina;"IMG_9794;IMG_9795";Quartzite;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;16;58;5;7
206;Vilhelmina 854;14754;2;;;;Point;Point;;7217560;557478;Vilhelmina;"IMG_9796;IMG_9797;IMG_9798";Quartzite;Light gray;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;15;White discoloration;Yes;17;41;5;6
207;Vilhelmina 542;13988;2;;;;Point preform;Preform;;7173407;571126;Vilhelmina;"IMG_9799;IMG_9800;IMG_9801";Quartzite;Gray streaked with black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;25;;No;26;65;13;19
208;Vilhelmina 636;14073;93;;;;Point preform;Preform;;7201659;541153;Vilhelmina;"IMG_9802;IMG_9803";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;10;;No;33;47;11;15
