reading_no	sample_measurement_id	sample_id	site_id	parish	patina	munsell_hue	munsell_value	hue	color	material	artefact	type	note_measurement	texture_1	texture_2	luster	sedimentary_structures	foliation	topography	homogeneity	inclusion	surface	sample_size	t[1]	t[2]	t[3]
961	299	299	Tärna 594	Tärna	Yes	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-1.4114261181669887	1.8102354276169133	0.3216999548987534
962	300	300	Tärna 37	Tärna	No	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Medium	-1.961088311972815	-0.5165346481943922	0.7925995313316259
963	301	301	Tärna 549	Tärna	No	5Y	 9/1	Translucent	Translucent	Breccie quartz	Arrow point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains and bands of quartz	MV	Small	-4.0529754820805355	-2.427724734791932	-0.32797418370931847
964	302	302	Tärna 593	Tärna	Yes	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Medium	-3.023323949593911	-0.39901598057341414	0.06973047856986704
965	303	303	MV	Tärna	No	5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Medium	-3.9503354467304352	-0.9575915939964468	0.33111630970277095
966	304	304	Tärna 549	Tärna	No	5Y	 6/1	Light	Opaque	Breccie quartz	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Small	-4.280673014899837	-0.25980107431821886	0.17347548077058014
967	305	305	Tärna 565	Tärna	No	2.5GY	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-3.3524866847340133	-1.9765551623477524	-0.8639368689885918
968	306	306	MV	Tärna	Yes	5Y	 5/4	Light	Opaque	Breccie quartz	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-2.380831589014035	-0.6813435091942229	0.17124668307118066
969	307	307	Tärna 656	Tärna	Yes	N8	 	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Bands of dark mineral	Iron oxide	Large	-4.32189840062561	-1.7398855912482663	-0.4026920755127341
971	308	308	MV	Tärna	No	2.5Y	 9/1	Translucent	Translucent	Breccie quartz	Point fragment	Point	MV	Massive	Fine-grained	Waxy	None	Possible foliation	Smooth	No	Dark mineral grains	MV	Medium	3.1726626137716765	-1.4207917000236627	-2.5289850710551725
972	309	309	Tärna 610	Tärna	No	7.5Y	 5/2	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Dark mineral inclusion	MV	Medium	-3.9132499936572755	-0.4440436845541195	-0.2151147632033688
973	310	310	Tärna 610	Tärna	No	2.5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	Possible foliation	Fine	No	Dark mineral grains	MV	Medium	5.21879836005213	-0.3802631368505286	-0.6102058927251419
974	311	311	Tärna 549	Tärna	No	5Y	 9/1	Translucent	Translucent	Breccie quartz	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Medium	-4.380285176387167	-2.260513727817573	0.7045528439260431
975	312	312	MV	Tärna	No	5Y	 9/1	Translucent	Translucent	Breccie quartz	Arrow point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Small	-2.869556926140042	-0.9079736900185041	0.8848659710369281
976	313	313	Tärna 549	Tärna	No	2.5Y	 9/1	Light	Opaque	Breccie quartz	Arrow point	Point	MV	Massive	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Medium	-4.91210591678394	-0.8385255206510004	-0.3786235884536371
977	314	314	MV	Tärna	No	2.5Y	 9/1	Light	Opaque	Breccie quartz	Point fragment	Point fragment	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Medium	-2.12758388227759	0.10112653805383895	0.8131423043124127
978	315	315	MV	Tärna	No	5Y	 8/2	Light	Opaque	Breccie quartz	Preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-3.1495518110130525	-0.8300378551516121	0.4565311610627627
979	316	316	Tärna 594	Tärna	Yes	2.5Y	 9/1	Light	Opaque	Breccie quartz	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral grains	MV	Large	-3.8754150273088217	-1.4946331023264672	0.12535789780455692
980	318	318	Tärna 89	Tärna	Yes	2.5Y	 4/3	Translucent	Translucent	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Smooth	Yes	MV	MV	Medium	-1.7023267248283978	0.5160936798759277	0.7793800906437253
981	319	319	MV	Tärna	No	2.5Y	 9/1	Light	Opaque	Breccie quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Smooth	No	Dark mineral inclusion	MV	Medium	1.739103423363619	-2.6174345209718797	-1.9650825730367
983	322	322	Vilhelmina 977	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	3.8518792847983714	-0.8967574586469488	-0.2580258729405752
984	323	323	Vilhelmina 977	Vilhelmina	No	5Y	 6/2	Dark	Gray streaked with black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	4.323592004720036	-0.07969892855849166	-0.9119424213332726
985	324	324	Vilhelmina 977	Vilhelmina	Yes	5Y	 6/2	Dark	Gray streaked with black	Quartzite	Arrow point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	Dark mineral inclusion	MV	Medium	-2.4554010526188796	1.7391972659817148	-1.5046081379213132
986	325a	325	MV	Vilhelmina	No	N9	 	Light	Light gray streaked with white	Quartzite	Preform	Preform	Gray side	Granular	Fine-grained	Dull	None	None	Fine	No	White discoloration	MV	Large	-0.8062295647575444	2.1547243414237665	0.7454044832966307
987	325b	325	MV	Vilhelmina	No	N9	 	Light	Light gray streaked with white	Quartzite	Preform	Preform	White side	Granular	Fine-grained	Dull	None	None	Fine	No	White discoloration	MV	Large	-0.9790352462786707	0.2775673288253256	1.535945580105995
988	326	326	MV	Vilhelmina	No	N9	 	White	White	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	No	Bands of quartz	MV	Small	-1.353125507667137	1.0370178514225925	1.6760687813893331
989	327	327	Vilhelmina 977	Vilhelmina	No	N9	 	Light	Light gray streaked with white	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	No	White discoloration	MV	Small	-2.7635649061862373	0.3927038783495065	1.6855370579483264
990	328	328	MV	Vilhelmina	Yes	N9	 	White	White	Quartzite	Arrow point preform	Preform	MV	Granular	Fine-grained	Dull	None	None	Conchoidal	No	White discoloration	MV	Medium	-1.1193819251834345	2.1072326831414534	1.6858129149229704
991	329	329	Vilhelmina 977	Vilhelmina	No	N2	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	3.8519864493276934	-0.9723386497444895	-0.9596594247076404
992	330	330	Vilhelmina 977	Vilhelmina	No	N2	 	Dark	Black	Quartzite	Arrow point	Point	MV	Massive	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Small	-4.5472388539505015	-1.4756662569301289	0.9494606813383963
993	331	331	Vilhelmina 977	Vilhelmina	No	5Y	 4/1	Dark	Gray streaked with black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	No	Dark mineral inclusion	MV	Medium	-2.9435553373789176	1.2045686082424725	-2.683628315961488
994	332	332	MV	Vilhelmina	No	5Y	 4/1	Dark	Gray streaked with black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Dark mineral inclusion	MV	Small	-4.2017112205335945	0.43516889078184107	-0.582681199991244
995	333	333	Vilhelmina 977	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	4.416938661644166	-0.6345907983481386	-0.8235949447011433
996	334	334	Vilhelmina 977	Vilhelmina	No	N9	 	White	White	Quartzite	Arrow point preform	Preform	MV	Granular	Fine-grained	Dull	None	None	Fine	No	White discoloration	MV	Small	-2.0163378200467634	1.104129935595374	1.5425110354768898
997	335	335	MV	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Small	-4.22678205659648	0.21787947154630788	-0.46270149424651175
998	336	336	MV	Vilhelmina	No	N9	 	White	White	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	Yes	MV	MV	Small	-2.2620745727848157	-0.724468038328603	1.7832816961691011
999	337	337	MV	Vilhelmina	No	N3	 	Dark	Gray	Quartzite	Arrow point	Point	MV	Massive	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	3.8511320586066318	-1.103709725905758	-0.5494499298707367
1002	339	339	Lycksele 335	Lycksele	No	N9	 	White	White	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	None	Irregular	Yes	MV	MV	Medium	-4.027045599371136	-1.0303427304461823	0.7446190294014903
1003	343	343	MV	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Large	-4.422842366954634	-1.0312772795378118	0.08883105892426399
1004	341	341	Lycksele 335	Lycksele	Yes	2.5Y	 9/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	Foliated	Conchoidal	Yes	MV	MV	Medium	5.331251306846977	-0.2786797372040583	1.352106941497878
1005	338	338	MV	Lycksele	Yes	N2	 	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Large	6.572074928379972	0.1777413764339629	-0.8011721508078484
1467	434	434	Lycksele 301	Lycksele	Yes	2.5Y	 6/3	Light	Opaque	Quartzite	Point	Point	MV	Massive	Fine-grained	Dull	None	Foliated	Fine	Yes	MV	MV	Small	6.413929239070038	-0.38421614928664355	-0.2564070217671826
1468	435	435	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Point	Point	MV	Massive	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-1.7113249115896791	1.4919550065220542	0.08732840468476005
1469	436	436	Lycksele 301	Lycksele	Yes	N3	 	Dark	Dark gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	Iron oxide	Medium	5.669073615683458	-0.5355800665210728	-0.7264690024096747
1472	439	439	Lycksele 301	Lycksele	No	7.5Y	 3/1	Dark	Gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-3.2862118205542843	0.28067984240100646	-2.445809295890328
1473	440	440	Lycksele 301	Lycksele	Yes	N2	 	Dark	Gray	Quartzite	Point	Point	MV	Massive	Medium-grained	Dull	None	None	Fine	Yes	MV	MV	Medium	-4.602816356337965	-1.23533825844809	-0.4290769721447272
1474	441	441	Lycksele 301	Lycksele	Yes	7.5Y	 2/1	Dark	Gray streaked with black	Quartzite	Point	Point	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Bands of dark mineral	MV	Medium	4.669894764814491	-1.3008367942131898	-2.773293646251448
1475	442	442	Lycksele 301	Lycksele	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Massive	Fine-grained	Dull	None	None	Conchoidal	Yes	MV	Iron oxide	Medium	4.6154297998492515	-1.0221991248843123	-1.8065334984813985
1477	444	444	Lycksele 301	Lycksele	Yes	N2	 	Dark	Gray streaked with black	Quartzite	Point	Point	MV	Massive	Fine-grained	Dull	None	Foliated	Fine	No	Bands of dark mineral	MV	Small	5.855428989085744	-1.4514467488863905	-2.121565604672157
1478	445	445	Lycksele 301	Lycksele	No	N3	 	Dark	Black streaked with white	Quartzite	Point	Point	MV	Massive	Fine-grained	Dull	None	None	Fine	No	MV	MV	Small	7.253747927318327	0.7774084384241787	1.7584956927906104
1479	446	446	Lycksele 301	Lycksele	Yes	7.5Y	 7/2	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	5.038891079954142	-1.2322492151680466	-1.1674630106863289
1485	450	450	Lycksele 301	Lycksele	No	N2	 	Dark	Dark gray streaked with black	Quartzite	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Bands of dark mineral	MV	Medium	-2.443940727827314	0.232615354459301	0.27673248880667267
1486	451	451	Lycksele 301	Lycksele	No	N1	 	Dark	Dark gray	Quartzite	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Small	6.0207703925955345	-0.5707735395564744	-0.13155903710763048
1487	452	452	Lycksele 301	Lycksele	No	2.5Y	 9/1	Translucent	Translucent	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	Bands of quartz	MV	Small	4.294663800680923	-1.2455840392901634	-0.18499019089686808
1488	453	453	Lycksele 301	Lycksele	No	2.5Y	 7/2	Light	Opaque	Quartz	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	-3.124182696210079	-0.4287067937293863	0.3721630467940298
1491	455	455	Lycksele 301	Lycksele	Yes	5Y	 8/2	Light	Opaque	Quartzite	Point	Point	MV	Massive	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-3.001656541212286	0.6265255398249452	0.17725478571605255
1494	457	457	Lycksele 301	Lycksele	No	5Y	 7/2	White	White	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	-4.416002006404027	-0.5355795892099532	-1.1749557671454838
1495	458	458	Lycksele 301	Lycksele	No	N3	 	Dark	Gray streaked with white	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	MV	MV	Medium	-1.8882328815490108	1.0114130175757212	1.958599851967315
1496	459	459	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	MV	Iron oxide	Medium	8.407954639629091	-0.22491910471833307	1.7192980004027238
1497	460	460	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	MV	MV	Small	-1.8017662715580292	1.1418078456564371	0.3603318688465152
1499	462	462	Lycksele 301	Lycksele	Yes	N2	 	Dark	Dark gray streaked with black	Quartzite	Point	Point	MV	Massive	Medium-grained	Waxy	None	None	Fine	No	Bands of dark mineral	MV	Medium	-3.1737703677026117	0.8334508037653063	-0.3599113753568519
1500	463	463	Lycksele 301	Lycksele	No	N9	 	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	4.725704376905274	-1.2964984655062533	0.8977961490096455
1501	464	464	Lycksele 301	Lycksele	No	N2	 	Dark	Gray	Quartzite	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	No	Bands of dark mineral	MV	Medium	-2.5445873251540534	-0.498358331535185	3.3499162151825486
1502	465	465	Lycksele 301	Lycksele	Yes	N8	 	Light	Opaque	Quartzite	Point	Point	MV	Massive	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	Possibly iron oxide patina on half	Medium	-5.779817962705224	-1.8655949011140454	-0.6477791145237022
1503	466	466	Lycksele 301	Lycksele	No	N2	 	Dark	Gray	Quartzite	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	5.550088599474991	-0.6064162737414903	-1.343033154997099
1504	467	467	Lycksele 301	Lycksele	Yes	N8	 	White	White	Quartzite	Point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	Yes	MV	MV	Small	-4.083183467866351	-0.8361084563650285	-1.0399446589459445
1506	469	469	Lycksele 301	Lycksele	Yes	MV	 	Light	Opaque	Quartz	Point	Point	MV	Massive	Fine-grained	Dull	None	None	Fine	Yes	Bands of quartz	MV	Small	6.5706964057139405	0.06522777460920541	0.226811556877565
1508	471	471	Lycksele 301	Lycksele	Yes	N4	 	Dark	Gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Bands of quartz	MV	Small	-0.7075334922324378	2.6013202363375134	-1.5894244919541485
1512	475	475	Lycksele 301	Lycksele	No	N9	 	White	White	Quartz	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-3.5040517794530053	-2.231001693740093	0.12214258217967389
1513	476	476	Lycksele 301	Lycksele	No	N2	 	Dark	Dark gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-5.026664998933252	-0.1337787110426206	-1.0650104873798583
1514	477	477	Lycksele 301	Lycksele	No	N3	 	Dark	Gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	3.7963786693764687	-1.1116018843114859	-2.270608569471955
1516	479	479	Lycksele 301	Lycksele	Yes	7.5Y	 7/1	Light	Light gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	Yes	MV	MV	Small	-2.941787020832058	-0.12753730435504182	2.6359243645391612
1517	480	480	Lycksele 301	Lycksele	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Small	-2.3766875859415997	-0.24241150813118537	-1.2290909843801514
1519	481	481	Lycksele 301	Lycksele	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Massive	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	7.259615004262532	0.11572086305587465	-0.6325025607996937
1520	482	482	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black streaked with white	Quartzite	Point	Point	MV	Granular	Medium-grained	Bright vitreous	None	Possible foliation	Fine	No	MV	MV	Medium	1.1352147849249197	3.630618141024163	1.1164365041427633
1522	484	484	Lycksele 301	Lycksele	Yes	5Y	 7/1	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Irregular	Yes	MV	MV	Medium	-2.8881994768997017	-0.7646842171894291	-1.029185082248188
1523	485	485	Lycksele 301	Lycksele	Yes	N9	 	White	White	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	Pink color and possibly charcoal and iron oxide	Medium	-2.5885443031896873	0.010447661395998132	-0.042474403155503763
1524	486	486	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Mineral grains	MV	Small	-2.232225098798044	1.607200792931705	-0.539594247261621
1525	487	487	Lycksele 301	Lycksele	No	2.5Y	 9/1	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	-4.973792521624617	-1.394206898784734	-0.9066452442408888
1526	488	488	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Dull	None	Foliated	Fine	Yes	MV	MV	Medium	6.196099489394702	-1.6193411641243947	-1.9880292260350891
1527	489	489	Lycksele 301	Lycksele	Yes	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Medium-grained	Bright vitreous	None	Foliated	Fine	No	Mineral grains	MV	Medium	-0.5877013711768508	1.087963961945506	-2.109670712960784
1528	490	490	Lycksele 301	Lycksele	No	N9	 	White	White	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Bright vitreous	None	Foliated	Fine	Yes	MV	MV	Medium	-6.314529126650614	-2.9419837815688585	0.23241146551279201
1040	344	344	Dorotea 120	Dorotea	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	7.060389751241269	-0.4607413446900386	-0.2848908786922724
1041	345	345	Dorotea 362	Dorotea	No	5Y	 4/1	Light	Gray	Quartzite	Point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral	MV	Medium	-0.9246474760420296	0.8889875405641651	-2.355840751951358
1042	346	346	Dorotea 11	Dorotea	Yes	N2	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	4.358935207988818	-1.270765953223966	-1.238821252761381
1043	347	347	Dorotea 632	Dorotea	No	5Y	 7/1	Light	Light gray streaked with black	Quartzite	Point	Point	MV	Massive	Fine-grained	Dull	None	None	Fine	No	Bands of dark mineral	MV	Medium	5.007301369914611	-0.6046220651775405	1.4028557372458887
1044	348	348	Dorotea 159:1	Dorotea	Yes	5Y	 3/1	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Dull	None	None	Conchoidal	No	Bands of dark mineral	MV	Medium	-1.4983485330285056	1.4809540397737748	0.02907939449646394
1045	349	349	Dorotea 159:1	Dorotea	No	7.5Y	 4/1	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Dull	None	None	Fine	No	Bands of dark mineral	MV	Medium	4.633764695157366	-0.502111740941849	-0.7630560518892976
1046	350	350	Dorotea 159:1	Dorotea	No	N2	 	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Dull	None	None	Fine	No	Bands of dark mineral	MV	Medium	5.9483563167404485	-0.8700291267413494	0.22003706387990557
1047	351	351	Dorotea 159:1	Dorotea	No	N2	 	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Bright vitreous	None	Possible foliation	Fine	No	Bands of dark mineral	MV	Medium	5.941942730306291	-0.6215757793198656	-0.29323746024749114
1048	352	352	Dorotea 286:1	Dorotea	Yes	7.5Y	 8/1	Light	Light gray	Quartzite	Point preform	Preform	MV	Massive	Medium-grained	Bright vitreous	None	None	Fine	No	Dark mineral	MV	Medium	-0.9426086833729875	1.1136920678675586	0.9853765820039792
1049	353	353	Dorotea 7	Dorotea	No	5Y	 7/2	White	White	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Waxy	None	None	Smooth	Yes	MV	MV	Medium	3.900494987393379	-1.331195209545091	-1.019133022397991
1055	358	358	Tärna 20	Tärna	No	N3	 	Light	Gray	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	5.505044454106192	-0.8527020639409715	-2.0252716949393657
1056	359	359	Vilhelmina 444	Vilhelmina	No	N2	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Bands of quartz	MV	Medium	3.981569143082842	-1.4810602514904074	-0.9027329214732948
1057	360	360	MV	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point fragment	Point fragment	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Bands of quartz	MV	Small	7.94478202242171	-0.17704160929541937	-0.6586933520175964
1058	361	361	MV	Tärna	Yes	N1	 	Dark	Black	Quartzite	Spear point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Large	-2.803378364407127	0.595007931818579	-1.777310129750512
1059	362	362	MV	Tärna	No	N3	 	Dark	Gray	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Bands of quartz	MV	Medium	4.8522599423111314	-0.551320599640318	-0.14819751926064806
1060	363	363	Tärna 33	Tärna	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	Stod sample 364 i xrf sample name	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	-1.7813804305915784	1.066863413434992	-1.1865920606477243
1408	377	377	Vilhelmina 115	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Smooth	Yes	MV	Iron oxide	Medium	1.8975418160323088	2.5493621380300504	-1.4616503013312394
1409	378	378	Vilhelmina 444	Vilhelmina	Yes	5Y	 3/1	Dark	Dark gray streaked with black	Quartzite	Point preform	Preform	MV	Massive	Medium-grained	Dull	Possible bedding	None	Smooth	No	MV	Iron oxide	Medium	-0.08109975104236428	2.7426094438777504	-2.3490735539125933
1410	379_1	379	MV	Tärna	No	5Y	 9/3	Light	White streaked with black	Quartzite	Point preform	Preform	White part	Massive	Fine-grained	Dull	None	None	Smooth	No	Bands of dark mineral	MV	Medium	-4.388553922292797	-1.735609454521973	-0.1799568551752158
1411	379_2	379	MV	Tärna	No	5Y	 9/3	Light	White streaked with black	Quartzite	Point preform	Preform	Black part	Massive	Fine-grained	Dull	None	None	Smooth	No	Bands of dark mineral	MV	Medium	-5.003355157059582	-1.6166253688936554	0.5658106807020752
1412	380	380	Tärna 20	Tärna	Yes	5YR	 5/6	Light	Red	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	-0.6016319129361988	0.8962315499271295	1.3193652038786199
1416	384	384	Vilhelmina 444	Vilhelmina	No	2.5Y	 3/3	Light	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Dull	None	None	Fine	No	Bands of dark mineral	MV	Medium	-3.630654896575224	1.2459914975791495	-1.0361081790907862
1417	385	385	Vilhelmina 444	Vilhelmina	Yes	N3	 	Light	Light gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	-2.2346725728392163	-0.29858638277588206	1.6085124790399277
1418	386	386	Vilhelmina 439	Vilhelmina	No	N2	 	Dark	Dark gray streaked with black	Quartzite	Spearpoint	Point	MV	Granular	Medium-grained	Bright vitreous	Possible bedding	None	Fine	No	Bands of dark mineral	MV	Medium	-1.853720587862386	1.990740733805732	-1.1465523768013257
1419	387	387	Vilhelmina 399	Vilhelmina	Yes	N9	 	White	White	Quartzite	Point fragment	Point fragment	MV	Massive	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-3.002443718982335	-0.16040319487594026	1.5204460747927002
1420	388	388	Vilhelmina 399	Vilhelmina	Yes	2.5Y	 9/1	Light	Opaque	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Smooth	Yes	MV	MV	Small	-3.6278676523818865	-1.9135201252968315	1.6443945602972307
1422	390	390	Vilhelmina 115	Vilhelmina	No	7.5Y	 6/2	Light	Opaque	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Dull	None	None	Conchoidal	Yes	MV	MV	Medium	5.195960430199964	-1.4906447017680151	0.8515084288273116
