sample_id;site_id;parish;sweref_x;sweref_y;inv.nr.;sub.nr.;fyndlåda;object;find_nr.;artefact;type;cross_section;photo_nr.;material;color;munsell_hue;munsell_value;texture_1;texture_2;luster;sediment;foliation;homogeneity;inclusion;%-inclusion;surface;patina;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm^2;sample_size;parish_level
279;Vilhelmina 816;Vilhelmina;7199555;577326;13728;;;;;Point preform;Preform;;"IMG_9988;IMG_9989";Quartzite;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;37;73;;;2701;Large;
280;Vilhelmina 117;Vilhelmina;7204780;518625;2645;1;;;;Point preform;Preform;;"IMG_9990;IMG_9991";Quartzite;Gray streaked with black;N2; ;Granular;Medium-grained;Bright vitreous;None;None;No;Dark mineral inclusion;50;;No;31;62;9;19;1922;Medium;
281;Vilhelmina 356;Vilhelmina;7172579;571869;9492;4;;;;Point preform;Preform;;"IMG_9992;IMG_9993";Quartzite;Gray streaked with black;5Y; 4/2;Granular;Medium-grained;Bright vitreous;None;None;No;Dark mineral inclusion;10;;No;25;90;11;27;2250;Large;
282;Vilhelmina 263;Vilhelmina;7173526;570492;6726;64;;;;Point preform;Preform;;"IMG_9994;IMG_9995";Quartzite;Black;N2; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;No;34;54;12;24;1836;Medium;
283;Vilhelmina 252;Vilhelmina;7169461;564823;6729;11;;;;Point preform;Preform;;"IMG_9996;IMG_9997";Quartzite;Gray streaked with black;2.5Y; 8/1;Granular;Fine-grained;Dull;None;None;No;Dark mineral inclusion and white discoloration;50;;No;24;26;9;9;624;Medium;
284;Vilhelmina 252;Vilhelmina;7169461;564823;6729;12;;;;Point;Point;;"IMG_9998;IMG_9999";Quartzite;Opaque;5Y; 6/3;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;18;19;6;6;342;Small;
285;;Tärna;511119;7277022;31639;1;;;;Retouched flake;Flake;;"IMG_0003;IMG_0004";Breccie quartz;Opaque;2.5Y; 9/1;Granular;Fine-grained;Waxy;None;Possible foliation;No;Dark mineral grains;;;Yes;50;78;13;49;3900;Large;TRUE
286;Tärna 34;Tärna;7316753;502381;31639;2;;;;Point preform;Preform;;"IMG:0005;IMG_0006";Breccie quartz;Opaque;5Y; 7/2;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;42;54;13;31;2268;Large;
287;;Tärna;511119;7277022;31901;14;;;;Scraper;Scraper;;"IMG_0007;IMG_0008";Breccie quartz;Opaque;2.5Y; 9/1;Granular;Fine-grained;Waxy;None;Possible foliation;No;Dark mineral grains;;;Yes;45;93;18;70;4185;Large;TRUE
288;Tärna 594;Tärna;7327983;491179;31684;1;;;;Point preform;Preform;;"IMG_0009;IMG_0010";Breccie quartz;Opaque;5Y; 8/2;Granular;Fine-grained;Waxy;None;Possible foliation;No;Dark mineral grains;;;Yes;39;77;22;57;3003;Large;
289;Tärna 14;Tärna;7325955;493928;31694;1;;;;Point preform;Preform;;"IMG_0011;IMG_0012;IMG_0013";Breccie quartz;Opaque;5Y; 8/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;29;68;7;17;1972;Medium;
290;Tärna 34;Tärna;7316753;502381;31639;3;;;;Point preform;Preform;;"IMG_0014;IMG_0015";Breccie quartz;Opaque;5Y; 7/6;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;Iron oxide;Yes;28;43;7;10;1204;Medium;
291;Tärna 34;Tärna;7316753;502381;31639;4;;;;Point preform;Preform;;"IMG_0016;IMG_0017";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;36;27;9;11;972;Medium;
292;;Tärna;511119;7277022;31639;5;;;;Scraper;Scraper;;"IMG_0018;IMG_0019";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;33;37;12;17;1221;Medium;TRUE
293;Tärna 39;Tärna;7315331;500907;31641;1;;;;Point preform;Preform;;"IMG_0020;IMG_0021";Breccie quartz;Opaque;5Y; 8/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;38;65;14;31;2470;Large;
294;;Tärna;511119;7277022;31689;21;;;;Point preform;Preform;;"IMG_0022;IMG_0023";Breccie quartz;Opaque;5Y; 8/1;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;31;61;14;27;1891;Medium;TRUE
295;Tärna 549;Tärna;7324575;493441;31903;28;;;;Arrow point preform;Preform;;"IMG_0024;IMG_0025";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;None;Possible foliation;No;Dark mineral grains;;;Yes;25;42;6;9;1050;Medium;
296;Tärna 549;Tärna;7324575;493441;31903;33;;;;Point preform;Preform;;"IMG_0026;IMG_0027";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;Possible bedding;None;No;Bands of dark mineral;;;No;35;44;10;14;1540;Medium;
297;Tärna 549;Tärna;7324575;493441;31903;9;;;;Point preform;Preform;;"IMG_0028;IMG_0029";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;19;31;12;3;589;Small;
298;Tärna 610;Tärna;7315998;501779;31617;2;;;;Point preform;Preform;;"IMG_0030;IMG_0031";Breccie quartz;Opaque;7.5Y; 9/1;Granular;Fine-grained;Bright vitreous;None;None;No;Dark mineral grains;;;Yes;62;98;24;178;6076;Large;
299;Tärna 594;Tärna;7327983;491179;31684;2;;;;Point preform;Preform;;"IMG_0032;IMG_0033";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Bright vitreous;None;None;No;Dark mineral grains;;;Yes;38;59;12;27;2242;Large;
300;Tärna 37;Tärna;7315883;501589;31640;1;;;;Point preform;Preform;;"IMG_0034;IMG_0035";Breccie quartz;Opaque;5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;29;44;10;13;1276;Medium;
301;Tärna 549;Tärna;7324575;493441;31903;27;;;;Arrow point;Point;;"IMG_0036;IMG_0037";Breccie quartz;Translucent;5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains and bands of quartz;;;No;23;25;6;4;575;Small;
302;Tärna 593;Tärna;7328100;491305;31676;7;;;;Point preform;Preform;;"IMG_0038;IMG_0039";Breccie quartz;Opaque;5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;27;58;;;1566;Medium;
303;;Tärna;511119;7277022;31903;13;;;;Point preform;Preform;;"IMG_0040;IMG_0041";Breccie quartz;Opaque;5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;23;57;11;11;1311;Medium;TRUE
304;Tärna 549;Tärna;7324575;493441;31903;8;;;;Arrow point;Point;;"IMG_0042;IMG_0043";Breccie quartz;Opaque;5Y; 6/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;16;37;6;5;592;Small;
305;Tärna 565;Tärna;7327215;481201;31901;13;;;;Point preform;Preform;;"IMG_0044;IMG_0045";Breccie quartz;Opaque;2.5GY; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;52;75;28;90;3900;Large;
306;;Tärna;511119;7277022;15239;1;;;;Point;Point;;"IMG_0046;IMG_0047";Breccie quartz;Opaque;5Y; 5/4;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;23;115;;;2645;Large;TRUE
307;Tärna 656;Tärna;7331934;479565;31703;1;;;;Point preform;Preform;;"front) IMG_0049;IMG_0050 back) IMG_0051;IMG:0052";Breccie quartz;Opaque;N8; ;Granular;Medium-grained;Waxy;None;None;No;Bands of dark mineral;;Iron oxide;Yes;66;165;36;430;10890;Large;
308;;Tärna;511119;7277022;7973;1;;;;Point fragment;Point;;"IMG_0053;IMG_0054";Breccie quartz;Translucent;2.5Y; 9/1;Massive;Fine-grained;Waxy;None;Possible foliation;No;Dark mineral grains;;;No;31;55;;;1705;Medium;TRUE
309;Tärna 610;Tärna;7315998;501779;31689;5;;;;Point preform;Preform;;"IMG_0056;IMG_0057";Breccie quartz;Opaque;7.5Y; 5/2;Granular;Medium-grained;Waxy;None;None;No;Dark mineral inclusion;;;No;23;61;7;11;1403;Medium;
310;Tärna 610;Tärna;7315998;501779;31689;2;;;;Point preform;Preform;;"IMG_0058;IMG_0059";Breccie quartz;Opaque;2.5Y; 9/1;Granular;Medium-grained;Waxy;None;Possible foliation;No;Dark mineral grains;;;No;27;72;12;23;1944;Medium;
311;Tärna 549;Tärna;7324575;493441;31903;31;;;;Point preform;Preform;;"IMG_0060;IMG_0061;IMG_0062";Breccie quartz;Translucent;5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;32;34;7;8;1088;Medium;
312;;Tärna;511119;7277022;31903;12;;;;Arrow point;Point;;"IMG_0063;IMG_0064";Breccie quartz;Translucent;5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;19;30;5;2;570;Small;TRUE
313;Tärna 549;Tärna;7324575;493441;31903;35;;;;Arrow point;Point;;"IMG_0065;IMG_0066;IMG_0067";Breccie quartz;Opaque;2.5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;28;50;8;14;1400;Medium;
314;;Tärna;511119;7277022;15237;1;;;;Point fragment;Point fragment;;"IMG_0068;IMG_0069";Breccie quartz;Opaque;2.5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;26;53;;;1378;Medium;TRUE
315;;Tärna;511119;7277022;31677;2;;;;Preform;Preform;;"IMG_0070;IMG_0071";Breccie quartz;Opaque;5Y; 8/2;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;31;103;25;72;3193;Large;TRUE
316;Tärna 594;Tärna;7327983;491179;31677;3;;;;Point preform;Preform;;"IMG_0072;IMG_0073";Breccie quartz;Opaque;2.5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;41;84;23;63;3444;Large;
317;;Tärna;511119;7277022;15222;1;;;;Point preform;Preform;;"IMG_0074;IMG_0075";Breccie quartzite;Opaque;2.5Y; 9/1;Granular;Medium-grained;Waxy;None;None;No;Dark mineral grains;;;Yes;42;113;;;4746;Large;TRUE
318;Tärna 89;Tärna;7290912;508697;15239;2;;;;Point preform;Preform;;"IMG_0076;IMG_0077";Quartzite;Translucent;2.5Y; 4/3;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;22;47;;;1034;Medium;
319;;Tärna;511119;7277022;15223;6;;;;Point preform;Preform;;"IMG_0078;IMG_0079";Breccie quartzite;Opaque;2.5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral inclusion;;;No;29;48;;;1392;Medium;TRUE
320;;Tärna;511119;7277022;3433;1;;;;Preform;Preform;;"IMG_0080;IMG_0081";Quartzite;Opaque;2.5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;21;61;;;1281;Medium;TRUE
321;;Tärna;511119;7277022;3421;;;;;Arrow point;Point;;"IMG_0082;IMG_0083;IMG_0084";Quartzite;Gray;N2; ;Granular;Fine-grained;Bright vitreous;None;None;No;Bands of quartz;;;No;16;50;;;800;Medium;TRUE
322;Vilhelmina 977;Vilhelmina;7208869;567544;15350;12;;;;Point;Point;Spetsoval/rombisk;"IMG_0085;IMG_0086";Quartzite;Black;N1; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;18;109;7;14;1962;Medium;
323;Vilhelmina 977;Vilhelmina;7208869;567544;15350;117;;;;Arrow point;Point;Spetsoval;"IMG_0087;IMG_0088";Quartzite;Gray streaked with black;5Y; 6/2;Granular;Fine-grained;Bright vitreous;None;None;No;Dark mineral inclusion;;;No;19;55;5;6;1045;Medium;
324;Vilhelmina 977;Vilhelmina;7208869;567544;15350;93;;;;Arrow point preform;Preform;Spetsoval;"IMG_0089;IMG_0090";Quartzite;Gray streaked with black;5Y; 6/2;Granular;Fine-grained;Bright vitreous;None;None;No;Dark mineral inclusion;;;Yes;24;61;8;13;1464;Medium;
325;;Vilhelmina;548201;7201665;15350;111;;;;Preform;Preform;;"IMG_0091;IMG_0092;IMG_0093;IMG_0094";Quartzite;Light gray streaked with white;N9; ;Granular;Fine-grained;Dull;None;None;No;White discoloration;;;No;37;55;16;33;2035;Large;TRUE
326;;Vilhelmina;548201;7201665;15350;108;;;;Arrow point;Point;Spetsoval;"IMG_0095;IMG_0096";Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;No;Bands of quartz;;;No;15;37;6;4;555;Small;TRUE
327;Vilhelmina 977;Vilhelmina;7208869;567544;15350;114;;;;Arrow point;Point;Rak bas;"IMG_0097;IMG_0098";Quartzite;Light gray streaked with white;N9; ;Granular;Fine-grained;Dull;None;None;No;White discoloration;;;No;14;35;4;3;490;Small;
328;;Vilhelmina;548201;7201665;15350;107;;;;Arrow point preform;Preform;Spetsoval;IMG_0099_IMG_0100;Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;No;White discoloration;;;Yes;15;46;7;4;690;Medium;TRUE
329;Vilhelmina 977;Vilhelmina;7208869;567544;15350;5;;;;Point preform;Preform;Spetsoval;"IMG_0101;IMG_0102";Quartzite;Black;N2; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;13;20;4;;260;Small;
330;Vilhelmina 977;Vilhelmina;7208869;567544;15350;157;;;;Arrow point;Point;Spetsoval;"IMG_0103;IMG_0104";Quartzite;Black;N2; ;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;No;17;25;5;2;425;Small;
331;Vilhelmina 977;Vilhelmina;7208869;567544;15350;170;;;;Arrow point;Point;Spetsoval;"IMG_0105;IMG_0106";Quartzite;Gray streaked with black;5Y; 4/1;Granular;Fine-grained;Bright vitreous;None;None;No;Dark mineral inclusion;;;No;18;69;7;8;1242;Medium;
332;;Vilhelmina;548201;7201665;15350;44;;;;Arrow point;Point;Rombisk;"IMG_0107;IMG_0108";Quartzite;Gray streaked with black;5Y; 4/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral inclusion;;;No;12;37;6;3;444;Small;TRUE
333;Vilhelmina 977;Vilhelmina;7208869;567544;15350;191;;;;Arrow point;Point;Spetsoval;"IMG_0109;IMG_0110";Quartzite;Black;N1; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;16;50;5;5;800;Medium;
334;Vilhelmina 977;Vilhelmina;7208869;567544;15350;115;;;;Arrow point preform;Preform;Spetsoval;"IMG_0111;IMG_0112";Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;No;White discoloration;;;No;19;29;4;3;551;Small;
335;;Vilhelmina;548201;7201665;15350;182;;;;Arrow point preform;Preform;Spetsoval;"IMG_0113;IMG:0114";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;14;18;5;2;252;Small;TRUE
336;;Vilhelmina;548201;7201665;15350;181;;;;Arrow point;Point;Spetsoval;"IMG_0115;IMG0116";Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;Yes;;;;No;16;15;5;2;240;Small;TRUE
337;;Vilhelmina;548201;7201665;15350;179;;;;Arrow point;Point;Spetsoval;"IMG_0117;IMG_0118";Quartzite;Gray;N3; ;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;No;15;17;5;;255;Small;TRUE
338;;Lycksele;663202;7179159;92417;1;;;;Point preform;Preform;;"IMG_0119;IMG_0120";Quartzite;Gray;N2; ;Granular;Medium-grained;Bright vitreous;None;None;Yes;;;;Yes;43;106;9;49;4558;Large;TRUE
339;Lycksele 335;Lycksele;7166884;677056;35480;2;;;;Point preform;Preform;;"IMG_0121;IMG_0122";Quartzite;White;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;25;63;;;1575;Medium;
340;;Lycksele;663202;7179159;92421;1;;;;Point;Point;;"IMG_0123;IMG_0124";Slate;Black;N1; ;Massive;Fine-grained;Dull;None;Foliated;Yes;;;;No;14;32;3;2;448;Small;TRUE
341;Lycksele 335;Lycksele;7166884;677056;35480;3;;;;Point preform;Preform;;"IMG_0125;IMG_0126";Quartzite;Opaque;2.5Y; 9/1;Granular;Fine-grained;Bright vitreous;None;Foliated;Yes;;;;Yes;19;50;;;950;Medium;
342;;Lycksele;663202;7179159;32334;55;;;;Point;Point;;"IMG_0127;IMG_0128";Sandstone;Red;5YR; 2/2;Granular;Fine-grained;Dull;None;None;Yes;;;;Yes;18;44;;;792;Medium;TRUE
343;;Lycksele;663202;7179159;35456;;;;;Preform;Preform;;"IMG_0129;IMG_0130";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;30;70;;;2100;Large;TRUE
344;Dorotea 120;Dorotea;7166752;521538;3718;2;;;;Point preform;Preform;Spetsoval;"IMG_0133;IMG_0134";Quartzite;Black;N1; ;Massive;Fine-grained;Waxy;None;None;Yes;;;;Yes;29;50;11;16;1450;Medium;
345;Dorotea 362;Dorotea;7136378;553170;19216;4;;;;Point;Point;;"IMG_0135;IMG_0136";Quartzite;Gray;5Y; 4/1;Granular;Medium-grained;Bright vitreous;None;None;No;Dark mineral;;;No;17;45;7;6;765;Medium;
346;Dorotea 11;Dorotea;7138996;553157;19221;;;;;Point preform;Preform;;"IMG_0137;IMG_0138";Quartzite;Black;N2; ;Granular;Medium-grained;Bright vitreous;None;None;Yes;;;;Yes;28;83;20;36;2324;Large;
347;Dorotea 632;Dorotea;7138562;556961;19229;1;;;;Point;Point;;"IMG_0139;IMG_0140";Quartzite;Light gray streaked with black;5Y; 7/1;Massive;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;No;18;51;5;4;918;Medium;
348;Dorotea 159:1;Dorotea;7144507;546226;32420;2;1;1;;Point preform;Preform;;"IMG_0143;IMG_0144";Quartzite;Gray streaked with black;5Y; 3/1;Granular;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;Yes;30;58;;;1740;Medium;
349;Dorotea 159:1;Dorotea;7144507;546226;32420;2;1;2;;Point preform;Preform;;"IMG_0145;IMG_0146";Quartzite;Gray streaked with black;7.5Y; 4/1;Granular;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;No;30;41;;;1230;Medium;
350;Dorotea 159:1;Dorotea;7144507;546226;32420;2;1;3;;Point preform;Preform;;"IMG_0147;IMG_0148";Quartzite;Gray streaked with black;N2; ;Granular;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;No;25;69;;;1725;Medium;
351;Dorotea 159:1;Dorotea;7144507;546226;32420;2;1;4;;Point preform;Preform;;"IMG_0149;IMG_0150";Quartzite;Gray streaked with black;N2; ;Granular;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;No;21;67;;;1407;Medium;
352;Dorotea 286:1;Dorotea;7179826;516823;32468;1;;;;Point preform;Preform;;"IMG_0151;IMG_0152";Quartzite;Light gray;7.5Y; 8/1;Granular;Medium-grained;Bright vitreous;None;Possible foliation;Yes;Dark mineral;;;Yes;30,6;51,5;6;13,1;1575,9;Medium;
353;Dorotea 7;Dorotea;7140710;552022;35655;1;;;;Point preform;Preform;;"IMG_0153;IMG_0155";Quartzite;White;5Y; 7/2;Massive;Fine-grained;Bright vitreous;None;None;No;;;;No;26;25;;;650;Medium;
354;Tärna 6;Tärna;7333681;491206;31913;33;1;1;;Flake;Flake;;"IMG_0156;IMG_0157";Breccie quartzite;Translucent;; ;Massive;Fine-grained;Waxy;None;None;No;;;;No;8;10;;;80;Small;
355;Tärna 6;Tärna;7333681;491206;31913;33;1;2;;Flake;Flake;;"IMG_0158;IMG_0159";Breccie quartzite;Light gray;5Y; 5/2;Massive;Massive;Dull;None;None;No;;;;No;14;29;;;406;Small;
356;;Tärna;511119;7277022;31913;33;1;3;;Flake;Flake;;"IMG_0160;IMG_0161";Flint;Gray and white;N1; ;Granular;Fine-grained;Dull;Bedding;None;0;;;;No;20;37;;;740;Medium;TRUE
357;Tärna 6;Tärna;7333681;491206;31913;33;2;;;Flake;Flake;;"IMG_0162;IMG_0163";Breccie quartzite;Light gray;5Y; 3/1;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;10;12;;;120;Small;
358;Tärna 20;Tärna;7323716;495553;31914;11;;;;Point;Point;;"IMG_0164;IMG_0165";Quartzite;Gray;N3; ;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;15;41;6;4;615;Medium;
359;Vilhelmina 444;Vilhelmina;7144672;586277;21602;64;;;;Point preform;Preform;;"IMG_0166;IMG_0167";Quartzite;Black;N2; ;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of quartz;;;No;22;60;11;15;1320;Medium;
360;;Vilhelmina;548201;7201665;35783;7;;;;Arrow point fragment;Point fragment;;"IMG_0168;IMG_0169";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;Bands of quartz;;;No;15;39;;;585;Small;TRUE
361;;Tärna;511119;7277022;15265;3;;;;Spear point;Point;;"IMG_0170;IMG_0171";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;35;78;16;36;2730;Large;TRUE
362;;Tärna;511119;7277022;15265;2;;;;Arrow point;Point;;"IMG_0172;IMG_0173";Quartzite;Gray;N3; ;Granular;Fine-grained;Bright vitreous;None;None;No;Bands of quartz;;;No;18;50;16;9;900;Medium;TRUE
363;Tärna 33;Tärna;7316850;502441;15260;1;;;;Arrow point;Point;;"IMG_0174;IMG_0175";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;19;55;16;7;1045;Medium;
364;;Tärna;511119;7277022;31908;6;;;;Retouched flake;Flake;;"IMG_0176;IMG_0177";Quartzite;White;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;52;60;12;54;3120;Large;TRUE
365;;Tärna;511119;7277022;31908;27;;1;;Flake;Flake;;"IMG_0178;IMG_0179";Breccie quartz;Opaque;2.5Y; 9/1;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;18;20;;;360;Small;TRUE
366;;Tärna;511119;7277022;31908;27;;2;;Flake;Flake;;"IMG_0180;IMG_0181";Quartzite;Red;5YR; 3/6;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;18;18;;;324;Small;TRUE
367;;Tärna;511119;7277022;31908;27;;3;;Flake;Flake;;"IMG_0182;IMG_0183";Slate;Yellow;5Y; 7/3;Massive;Massive;Dull;None;None;No;;;;No;12;13;;;156;Small;TRUE
368;;Tärna;511119;7277022;31910;11;1;subsample 1:1;;Flake;Flake;;"IMG_0185;IMG_0186";Quartzite;Translucent;1YR; 5/3;Granular;Fine-grained;Waxy;None;None;Yes;;;;Yes;21;26;;;546;Small;TRUE
369;;Tärna;511119;7277022;31910;11;1;subsample 1:2;;Flake;Flake;;"IMG_0185;IMG_0186";Quartzite;Translucent;; ;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;18;25;;;450;Small;TRUE
370;;Tärna;511119;7277022;31910;11;1;subsample 1:3;;Flake;Flake;;"IMG_0185;IMG_0186";Quartzite;Translucent;; ;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;15;20;;;300;Small;TRUE
371;;Tärna;511119;7277022;31910;11;1;subsample 2:1;;Flake;Flake;;"IMG_0187;IMG_0188";Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;Yes;;;;Yes;20;24;;;480;Small;TRUE
372;;Tärna;511119;7277022;31910;11;1;subsample 2:2;;Flake;Flake;;"IMG_0187;IMG_0188";Quartzite;White;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;16;22;;;352;Small;TRUE
373;;Tärna;511119;7277022;31910;11;1;subsample 2:3;;Flake;Flake;;"IMG_0187;IMG_0188";Quartzite;White;N9; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;Yes;15;19;;;285;Small;TRUE
374;;Tärna;511119;7277022;31910;11;2;subsample 3;;Flake;Flake;;"IMG_0190;IMG_0191";Quartzite;Translucent;; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;19;18;;;342;Small;TRUE
375;;Tärna;511119;7277022;31910;11;2;subsample 4;;Flake;Flake;;"IMG_0192;IMG_0193";Quartzite;White;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;21;22;;;462;Small;TRUE
376;;Tärna;511119;7277022;31910;11;2;subsample 5;;Flake;Flake;;"IMG_0194;IMG_0195";Quartzite;Gray;1YR; 4/1;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;22;28;;;616;Medium;TRUE
377;Vilhelmina 115;Vilhelmina;7204853;518271;2501;8;;;;Point preform;Preform;;"IMG_0196;IMG_0197";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;Iron oxide;Yes;29;35;10;13;1015;Medium;
378;Vilhelmina 444;Vilhelmina;7144672;586277;21602;62;;;;Point preform;Preform;;"IMG_0198;IMG_0199;IMG:0200";Quartzite;Dark gray streaked with black;5Y; 3/1;Granular;Medium-grained;Waxy;None;None;No;;;Iron oxide;Yes;27;61;17;23;1647;Medium;
379;;Tärna;511119;7277022;31914;26;;;;Point preform;Preform;;"IMG_0201;IMG_0202";Quartzite;White streaked with black;5Y; 9/3;Granular;Fine-grained;Waxy;Possible bedding;None;No;Bands of dark mineral;;;No;19;45;9;5;855;Medium;TRUE
380;Tärna 20;Tärna;7323716;495553;31914;42;;;;Point preform;Preform;;"IMG_0203;IMG_0204";Quartzite;Red;5YR; 5/6;Granular;Medium-grained;Bright vitreous;None;None;Yes;;;;Yes;34;37;8;8;1258;Medium;
381;;Tärna;511119;7277022;31914;53;;1;;Flake;Flake;;"IMG_0205;IMG_0206";Slate;Black and gray;N1; ;Massive;Fine-grained;Dull;Possible bedding;None;Yes;;;;Yes;23;45;;;1035;Medium;TRUE
382;;Tärna;511119;7277022;31914;53;;2;;Flake;Flake;;"IMG_0207;IMG_0208";Slate?;Yellow;5Y; 8/3;Massive;Fine-grained;Dull;None;None;No;;;;No;32;35;;;1120;Medium;TRUE
383;;Tärna;511119;7277022;31932;7;;;;Scraper;Scraper;;"IMG_0209;IMG_0210";Quartzite;White;N9; ;Granular;Massive;Bright vitreous;None;None;No;;;;No;49;49;21;51;2401;Large;TRUE
384;Vilhelmina 444;Vilhelmina;7144672;586277;21602;2;;;;Point preform;Preform;;"IMG_0211;IMG_0212";Quartzite;Gray streaked with black;2.5Y; 3/3;Granular;Medium-grained;Waxy;None;None;No;Bands of dark mineral;;;No;21;36;12;8;756;Medium;
385;Vilhelmina 444;Vilhelmina;7144672;586277;21602;1;;;;Point preform;Preform;;"IMG_0213;IMG_0214";Quartzite;Light gray;N3; ;Granular;Medium-grained;Bright vitreous;None;None;Yes;;;;Yes;25;31;9;6;775;Medium;
386;Vilhelmina 439;Vilhelmina;7143695;585942;27053;8;;;;Spearpoint;Point;;"IMG_0215;IMG_0216";Quartzite;Dark gray streaked with black;N2; ;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of dark mineral;;;No;26;31;5;4;806;Medium;
387;Vilhelmina 399;Vilhelmina;7159767;582529;21598;8;;;;Point fragment;Point fragment;;"IMG_0217;IMG_0218";Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;Yes;;;;Yes;13;22;4;1;286;Small;
388;Vilhelmina 399;Vilhelmina;7159767;582529;21598;6;;;;Point;Point;;"IMG_0219;IMG_0220";Quartzite;Opaque;2.5Y; 9/1;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;19;27;6;4;513;Small;
