sample_id;site_id;sweref_x;sweref_y;parish;color;hue;munsell_hue;munsell_value;material;artefact;type;find_context;patina;texture_1;texture_2;luster;sediment;foliation;topgraphy;homogeneity;inclusion;max_width_mm;max_length_mm;max_height_cm;weight_g;area_mm2;sample_size;river
1;;7097169;695505;Bjurholm;Translucent;Colourless;2.5Y; 8/2;Quartzite;Point;Point;Stray find;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;18;58;5;6;1044;Medium;Öreälven
2;Bjurholm 336;7096348;692959;Bjurholm;Black;Dark;N1; ;Quartzite;Arrow point fragment;Point fragment;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;15;24;5;2;360;Small;Öreälven
3;Bjurholm 335;7096501;692860;Bjurholm;Gray;Dark;7.5Y; 3/1;Quartzite;Arrow point preform;Preform;Excavation;Yes;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Fine;Yes;;21;53;7;7;1113;Medium;Öreälven
4;Bjurholm 335;7096501;692860;Bjurholm;Black;Dark;N1; ;Quartzite;Arrow point fragment;Point fragment;Excavation;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;15;15;7;2;225;Small;Öreälven
5;Bjurholm 335;7096501;692860;Bjurholm;Opaque;Light;2.5Y; 9/1;Brecciated quartz;Arrow point fragment;Point fragment;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;11;16;6;;176;Small;Öreälven
6;Burträsk 32;7149885;761582;Burträsk;Gray;Dark;N4; ;Quartzite;Point fragment;Point fragment;Excavation;No;Massive;Fine-grained;Dull;None;None;Conchoidal;No;Quartz;15;16;5;1;240;Small;Null
7;Burträsk 181;7165076;783785;Burträsk;Opaque;Light;5Y; 9/2;Quartz;Point preform;Preform;Surveyed;Yes;Massive;Massive;Bright vitreous;None;None;Irregular;Yes;;43;48;;;2064;Large;Null
8;;7132482;784349;Bygdeå;Gray;Dark;N2; ;Quartzite;Point;Point;Stray find;No;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Conchoidal;Yes;;15;81;;;1215;Medium;Null
9;;7144375;717871;Degerfors;Opaque;Light;5Y; 9/2;Quartz;Point;Point;Stray find;No;Massive;Fine-grained;Waxy;None;None;Conchoidal;Yes;;18;42;7;7;756;Medium;Vindelälven
10;Degerfors 167;7144375;717871;Degerfors;Opaque;Light;5Y; 8/2;Quartzite;Arrow point;Point;Surveyed;No;Massive;Medium-grained;Waxy;None;None;Fine;No;Dark mineral grains;18;23;6;3;414;Small;Vindelälven
11;;7144375;717871;Degerfors;Opaque;Light;5Y; 8/1;Quartzite;Point;Point;Unknown;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;Yes;;12;25;4;2;300;Small;Vindelälven
12;;7144375;717871;Degerfors;Opaque;Light;7.5Y; 8/2;Brecciated quartz;Point;Point;Unknown;No;Massive;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;23;30;6;7;690;Medium;Vindelälven
13;;7144375;717871;Degerfors;White;Light;10Y; 6/3;Quartzite;Point;Point;Stray find;No;Massive;Fine-grained;Bright vitreous;None;Yes;Conchoidal;Yes;;22;42;7;7;924;Medium;Vindelälven
14;Degerfors 318;7141879;717255;Degerfors;White;Light;10Y; 9/1;Quartzite;Point preform;Preform;Surveyed;Yes;Granular;Coarse-grained;Dull;None;Yes;Conchoidal;No;Quartz;37;53;17;30;1961;Medium;Vindelälven
15;Lycksele 301;7168150;676423;Lycksele;Opaque;Light;5Y; 9/1;Quartzite;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Irregular;Yes;;21;33;;10,9;693;Medium;Umeälven
16;Lycksele 301;7168150;676423;Lycksele;White;White;N9; ;Quartzite;Point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;20,8;43,6;;8;906,88;Medium;Umeälven
17;Lycksele 301;7168150;676423;Lycksele;Black;Dark;N1; ;Quartzite;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Fine;No;Mineral grains;16,8;35,7;;3,4;599,76;Small;Umeälven
18;Lycksele 301;7168150;676423;Lycksele;Opaque;Light;2.5Y; 9/2;Quartzite;Point;Point;Excavation;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;19,6;41,3;;4,1;809,48;Medium;Umeälven
19;Lycksele 301;7168150;676423;Lycksele;Black;Dark;N1; ;Quartzite;Arrow point;Point;Excavation;Yes;Granular;Medium-grained;Dull;None;Foliated;Fine;Yes;;16,2;55,7;;6,2;902,34;Medium;Umeälven
20;Lycksele 301;7168150;676423;Lycksele;Black;Dark;N1; ;Quartzite;Point;Point;Excavation;Yes;Granular;Medium-grained;Bright vitreous;None;Foliated;Fine;No;Mineral grains;18,8;53,2;;7,3;1000,16;Medium;Umeälven
21;Lycksele 301;7168150;676423;Lycksele;White;White;N9; 8/2;Quartzite;Arrow point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;Foliated;Fine;Yes;;16,5;39,7;;4,2;655,05;Medium;Umeälven
22;Lycksele 401;7182333;648209;Lycksele;Black;Dark;N1; ;Quartzite;Arrow point;Point;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;22;45;;;990;Medium;Umeälven
23;Lycksele 401;7182333;648209;Lycksele;Opaque;Light;5Y; 8/3;Quartz;Arrow point;Point;Surveyed;No;Massive;Fine-grained;Waxy;None;None;Fine;Yes;;15;32;;;480;Small;Umeälven
24;;7295916;573443;Sorsele;Opaque;Light;7.5Y; 7/2;Quartzite;Point;Point;Stray find;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;15;59;;;885;Medium;Vindelälven
25;Sorsele 282;7245571;623775;Sorsele;Gray;Dark;N3; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;38;56;20;33;2128;Large;Vindelälven
26;;7295916;573443;Sorsele;Translucent;Light;7.5Y; 7/2;Quartzite;Point fragment;Point fragment;Stray find;No;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;18;50;6;6;900;Medium;Vindelälven
27;;7295916;573443;Sorsele;Translucent;Colourless;; ;Quartzite;Point;Point;Stray find;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;23;44;6;7;1012;Medium;Vindelälven
28;Sorsele 552;7316830;555778;Sorsele;Black;Dark;N2; ;Quartzite;Point;Point;Surveyed;Yes;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;15;15;5;2;225;Small;Vindelälven
29;Sorsele 733;7300838;576919;Sorsele;Opaque;Light;2.5Y; 8/1;Quartzite;Point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;9;25;5;2;225;Small;Vindelälven
30;Sorsele 733;7300838;576919;Sorsele;Gray;Dark;N3; ;Quartzite;Preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of dark mineral;38;77;20;75;2926;Large;Vindelälven
31;Sorsele 733;7300838;576919;Sorsele;Gray;Dark;N1; ;Quartzite;Point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;17;31;6;5;527;Small;Vindelälven
32;Sorsele 733;7300838;576919;Sorsele;Black;Dark;N1; ;Quartzite;Point;Point;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;25;55;9;13;1375;Medium;Vindelälven
33;Sorsele 334;7267203;584998;Sorsele;Translucent;Light;5Y; 9/1;Brecciated quartz;Point fragment;Point fragment;Surveyed;No;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;17;25;;;425;Small;Vindelälven
34;Stensele 83;7216217;605963;Stensele;Opaque;White;N9; ;Quartzite;Point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;23;32;8;6;736;Medium;Umeälven
35;Stensele 481;7223941;592246;Stensele;Black;Dark;N1; ;Quartzite;Arrow point;Point;Surveyed;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;19;30;6;5;570;Small;Umeälven
36;Stensele 74;7221583;597773;Stensele;Opaque;Light;7.5Y; 8/1;Quartzite;Arrow point;Point;Surveyed;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;19;42;7;6;798;Medium;Umeälven
37;Stensele 200;7261567;546025;Stensele;Opaque;Light;7.5Y; 8/1;Brecciated quartz;Arrow point fragment;Point fragment;Stray find;No;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;20;33;7;6;660;Medium;Umeälven
38;Stensele 106;7260504;545445;Stensele;Opaque;Light;7.5Y; 7/2;Brecciated quartz;Arrow point fragment;Point fragment;Stray find;Yes;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;21;29;5;3;609;Medium;Umeälven
39;;7096297;752920;Umeå;Opaque;Light;7.5Y; 8/2;Brecciated quartz;Point;Point;Stray find;No;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;20;71;7;;1420;Medium;Umeälven
40;Umeå 262;7099908;754073;Umeå;Translucent;Colourless;; ;Quartz;Point;Point;Survey;No;Massive;Massive;Bright vitreous;None;None;Irregular;No;Dark mineral grains;6;15;;;90;Small;Umeälven
41;Umeå 510;7108970;753228;Umeå;Gray;Dark;N2; ;Quartzite;Point;Point;Excavation/Survey;No;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz and mineral grains;18;46;5;5;828;Medium;Umeälven
42;;7096297;752920;Umeå;Gray;Dark;N3; ;Quartzite;Arrow point;Point;Unknown;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;13;51;;;663;Medium;Null
43;;7096297;752920;Umeå;Opaque;Light;7.5Y; 7/3;Brecciated quartz;Arrow point;Point;Unknown;Yes;Massive;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;17;56;;;952;Medium;Umeälven
44;Stensele 75;7221248;598195;Stensele;White;White;N9; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Fine-grained;Bright vitreous;None;None;Irregular;Yes;;31;68;18;40;2108;Large;Umeälven
45;Stensele 271;7216749;599351;Stensele;Opaque;Light;7.5Y; 9/1;Quartzite;Point preform;Preform;Surveyed;Yes;Granular;Fine-grained;Waxy;None;None;Irregular;No;Dark mineral grains;22;43;9;10;946;Medium;Umeälven
46;;7096297;752920;Umeå;Opaque;Light;5Y; 8/1;Brecciated quartz;Point;Point;Stray find;No;Granular;Fine-grained;Waxy;Possible bedding;None;Fine;No;Dark mineral inclusion;63;184;10;;11592;Large;Umeälven
47;;7096297;752920;Umeå;Opaque;Light;5Y; 7/2;Brecciated quartz;Point preform;Preform;Stray find;Yes;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;61;114;;;6954;Large;Umeälven
48;;7096297;752920;Umeå;Opaque;Light;5Y; 7/1;Brecciated quartz;Knife preform;Knife;Unknown;No;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;50;123;;;6150;Large;Umeälven
49;;7096297;752920;Umeå;Opaque;Dark;5Y; 5/4;Brecciated quartz;Arrow point;Point;Unknown;No;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;14;41;;;574;Small;Umeälven
50;;7096297;752920;Umeå;White;White;N9; ;Quartzite;Point;Point;Unknown;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;15;22;;;330;Small;Umeälven
51;;7096297;752920;Umeå;Opaque;Dark;7.5Y; 5/4;Brecciated quartz;Point;Point;Unknown;No;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;15;35;;;525;Small;Umeälven
52;;7099679;730889;Vännäs;Gray;Dark;N3; ;Quartzite;Point;Point;Stray find;No;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Bands of dark mineral;17;45;7;4;765;Medium;Umeälven
53;;7099679;730889;Vännäs;Black;Dark;N1; ;Quartzite;Point preform;Preform;Unknown;No;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;32;94;11;37;3008;Large;Umeälven
54;Åsele 115;7118200;614649;Åsele;Gray;Dark;N2; ;Quartzite;Point;Point;Stray find;No;Massive;Fine-grained;Waxy;None;None;Fine;Yes;;20;44;7;8;880;Medium;Ångermanälven
55;Åsele 115;7118200;614649;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Massive;Fine-grained;Waxy;None;None;Smooth;No;Bands of quartz;23;48;9;11;1104;Medium;Ångermanälven
56;Åsele 115;7118200;614649;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;18;24;7;2;432;Small;Ångermanälven
57;Åsele 115;7118200;614649;Åsele;Translucent;Colourless;; ;Quartzite;Point;Point;Stray find;No;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;18;21;6;4;378;Small;Ångermanälven
58;Åsele 115;7118200;614649;Åsele;Dark yellow;Dark;7.5Y; 3/4;Quartzite;Point;Point;Stray find;Yes;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;17;12;4;2;204;Small;Ångermanälven
59;;7096297;752920;Umeå;Opaque;Light;5Y; 6/4;Brecciated quartz;Dagger;Knife;Unknown;No;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;40;157;;;6280;Large;Umeälven
60;;7099679;730889;Vännäs;Gray;Dark;N3; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Mineral grains;27;52;9;19;1404;Medium;Umeälven
61;;7099679;730889;Vännäs;Gray;Dark;N3; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;30;85;12;25;2550;Large;Umeälven
62;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;26;100;9;26;2600;Large;Umeälven
63;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;29;104;11;36;3016;Large;Umeälven
64;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Mineral grains;27;109;10;30;2943;Large;Umeälven
65;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;30;101;10;30;3030;Large;Umeälven
66;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;29;90;10;24;2610;Large;Umeälven
67;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;29;96;9;27;2784;Large;Umeälven
68;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;29;92;9;23;2668;Large;Umeälven
69;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;32;72;12;26;2304;Large;Umeälven
70;;7099679;730889;Vännäs;Gray;Dark;N3; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;27;93;10;26;2511;Large;Umeälven
71;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;30;98;11;31;2940;Large;Umeälven
72;;7099679;730889;Vännäs;Gray;Dark;N3; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;32;93;11;32;2976;Large;Umeälven
73;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;37;116;11;46;4292;Large;Umeälven
74;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;30;96;12;35;2880;Large;Umeälven
75;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;30;82;10;23;2460;Large;Umeälven
76;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;29;105;11;32;3045;Large;Umeälven
77;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;30;120;10;40;3600;Large;Umeälven
78;;7099679;730889;Vännäs;Gray streaked with black;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;No;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;25;117;9;29;2925;Large;Umeälven
79;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;26;56;10;13;1456;Medium;Umeälven
80;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;30;54;11;19;1620;Medium;Umeälven
81;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;30;93;10;28;2790;Large;Umeälven
82;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;32;53;11;23;1696;Medium;Umeälven
83;;7099679;730889;Vännäs;Gray;Dark;N1; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;28;81;10;24;2268;Large;Umeälven
84;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;25;91;10;21;2275;Large;Umeälven
85;;7099679;730889;Vännäs;Gray;Dark;N2; ;Quartzite;Point preform;Preform;stray find - hoard;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;32;94;11;34;3008;Large;Umeälven
86;Dorotea 225;7175429;525341;Dorotea;Gray streaked with black;Dark;7.5Y; 3/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;23;35;7;5;805;Medium;Fjällsjöälven
87;Dorotea 225;7175429;525341;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;32;45;8;15;1440;Medium;Fjällsjöälven
88;Dorotea 225;7175429;525341;Dorotea;Dark gray;Dark;10Y; 3/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;28;38;8;12;1064;Medium;Fjällsjöälven
89;Dorotea 229;7175796;524955;Dorotea;Gray;Dark;7.5Y; 2/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of quartz;25;35;9;10;875;Medium;Fjällsjöälven
90;Dorotea 229;7175796;524955;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;28;58;9;18;1624;Medium;Fjällsjöälven
91;Dorotea 229;7175796;524955;Dorotea;Gray;Dark;N2; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;26;63;8;14;1638;Medium;Fjällsjöälven
92;Dorotea 304;7174756;522069;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;36;61;15;35;2196;Large;Fjällsjöälven
93;Dorotea 304;7174756;522069;Dorotea;Gray;Light;7.5Y; 6/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Irregular;No;Bands of quartz;39;97;14;51;3783;Large;Fjällsjöälven
94;Dorotea 304;7174756;522069;Dorotea;Gray;Dark;5GY; 4/1;Quartzite;Point preform;Preform;Stray find;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz;25;70;19;38;1750;Medium;Fjällsjöälven
95;Dorotea 304;7174756;522069;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;42;65;13;35;2730;Large;Fjällsjöälven
96;Dorotea 304;7174756;522069;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;34;45;14;22;1530;Medium;Fjällsjöälven
97;Dorotea 118;7165907;521840;Dorotea;Gray;Dark;N5; ;Quartzite;Point preform;Preform;Surveyed;Yes;Massive;Fine-grained;Bright vitreous;None;Possible foliation;Conchoidal;Yes;;44;62;29;96;2728;Large;Fjällsjöälven
98;Dorotea 118;7165907;521840;Dorotea;Black;Dark;N2; ;Quartzite;Spear point;Point;Surveyed;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;44;56;14;38;2464;Large;Fjällsjöälven
99;Dorotea 19;7128043;554611;Dorotea;Black;Dark;N1; ;Quartzite;Point;Point;Surveyed;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;15;45;;;675;Medium;Fjällsjöälven
100;Dorotea 17;7131531;554728;Dorotea;Gray;Dark;N2; ;Quartzite;Point;Point;Surveyed;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;31;22;6;6;682;Medium;Fjällsjöälven
101;Dorotea 17;7131531;554728;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Surveyed;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;30;50;8;12;1500;Medium;Fjällsjöälven
102;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N1; ;Quartzite;Arrow point;Point;Surveyed;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;19;53;7;6;1007;Medium;Fjällsjöälven
103;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;31;48;10;16;1488;Medium;Fjällsjöälven
104;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;31;55;9;14;1705;Medium;Fjällsjöälven
105;Dorotea 214;7169499;533049;Dorotea;Opaque;Light;5Y; 9/1;Quartzite;Point;Point;Surveyed;Yes;Massive;Fine-grained;Waxy;None;None;Fine;Yes;;20;26;7;4;520;Small;Fjällsjöälven
106;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N2; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Quartz;45;92;24;88;4140;Large;Fjällsjöälven
107;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N2; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of quartz;43;81;18;70;3483;Large;Fjällsjöälven
108;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N2; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;40;90;23;77;3600;Large;Fjällsjöälven
109;Dorotea 302;7169794;531356;Dorotea;Gray;Dark;7.5Y; 2/1;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;22;78;12;20;1716;Medium;Fjällsjöälven
110;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Surveyed;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of quartz;51;82;18;80;4182;Large;Fjällsjöälven
111;Dorotea 214;7169499;533049;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;46;71;13;44;3266;Large;Fjällsjöälven
112;Dorotea 302;7169794;531356;Dorotea;Gray;Dark;7.5Y; 2/1;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;15;27;6;2;405;Small;Fjällsjöälven
113;Dorotea 302;7169794;531356;Dorotea;Black;Dark;N1; ;Quartzite;Point;Point;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;17;39;10;6;663;Medium;Fjällsjöälven
114;Dorotea 226;7169945;531290;Dorotea;Light gray;Light;N8; ;Quartzite;Point;Point;Surveyed;No;Granular;Medium-grained;Dull;None;None;Fine;Yes;;21;69;8;11;1449;Medium;Fjällsjöälven
115;Dorotea 226;7169945;531290;Dorotea;Light gray;Light;N8; ;Quartzite;Point;Point;Surveyed;No;Granular;Fine-grained;Dull;None;None;Fine;Yes;;13;38;6;4;494;Small;Fjällsjöälven
116;Dorotea 226;7169945;531290;Dorotea;Dark gray;Dark;N2; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of quartz;30;41;8;9;1230;Medium;Fjällsjöälven
117;Dorotea 10;7139492;553134;Dorotea;Dark gray;Dark;N2; ;Quartzite;Point;Point;Surveyed;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Mineral grains;15;42;8;7;630;Medium;Fjällsjöälven
118;Dorotea 215;7169138;533634;Dorotea;Gray;Dark;N5; ;Quartzite;Point preform;Preform;Surveyed;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;45;94;33;127;4230;Large;Fjällsjöälven
119;Dorotea 246;7170110;530327;Dorotea;Gray;Dark;N5; ;Quartzite;Spear point;Point;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz;28;54;11;18;1512;Medium;Fjällsjöälven
120;Dorotea 106;7169617;532658;Dorotea;Black;Dark;N1; ;Quartzite;Spear point fragment;Point fragment;Surveyed;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Mineral grains;33;49;10;17;1617;Medium;Fjällsjöälven
